comp,bumber of nodes,global clustering coefficient,transitivity
1,45,0.34962962962962957,0.43137254901960786
2,4,0.0,0.0
3,5,0.7,0.8
4,6,0.6666666666666666,0.7777777777777778
5,5,0.0,0.0
6,6,0.6388888888888888,0.6818181818181818
7,8,0.525,0.7692307692307693
8,7,0.9142857142857144,0.7272727272727273
9,10,0.3,0.35294117647058826
10,11,0.5757575757575757,0.6724137931034483
11,7,0.5809523809523809,0.625
12,18,0.4166666666666667,0.44680851063829785
13,44,0.5776334776334775,0.5640326975476839
14,13,0.741025641025641,0.6666666666666666
15,13,0.5564102564102564,0.5789473684210527
16,3,0.0,0.0
17,7,0.8095238095238094,0.6923076923076923
18,11,0.3333333333333333,0.42857142857142855
19,7,0.38095238095238093,0.5
20,3,1.0,1.0
21,4,1.0,1.0
22,2,0.0,0.0
23,2,0.0,0.0
24,2,0.0,0.0
25,4,0.0,0.0
26,3,1.0,1.0
27,2,0.0,0.0
28,2,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
