comp,bumber of nodes,global clustering coefficient,transitivity
1,3,1.0,1.0
2,3,0.0,0.0
3,37,0.6043758043758043,0.6153846153846154
4,12,0.6305555555555555,0.6575342465753424
5,12,0.4472222222222222,0.3870967741935484
6,16,0.5875,0.6116504854368932
7,8,0.20833333333333331,0.3
8,20,0.5316666666666666,0.574468085106383
9,6,0.3333333333333333,0.5
10,7,0.14285714285714285,0.3
11,3,0.0,0.0
12,5,0.8666666666666666,0.7894736842105263
13,2,0.0,0.0
14,4,0.0,0.0
15,3,1.0,1.0
16,10,0.31666666666666665,0.3333333333333333
17,11,0.8,0.8023255813953488
18,2,0.0,0.0
19,3,0.0,0.0
20,9,0.574074074074074,0.5172413793103449
21,6,0.7777777777777777,0.6
22,3,0.0,0.0
23,3,1.0,1.0
24,7,0.3333333333333333,0.42857142857142855
25,4,0.5833333333333334,0.6
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
