comp,bumber of nodes,global clustering coefficient,transitivity
1,59,0.3479418886198547,0.4838709677419355
2,4,1.0,1.0
3,4,0.8333333333333333,0.75
4,2,0.0,0.0
5,6,0.27777777777777773,0.375
6,5,0.0,0.0
7,8,0.6333333333333333,0.6428571428571429
8,42,0.3992063492063492,0.45161290322580644
9,11,0.6151515151515151,0.609375
10,4,1.0,1.0
11,6,0.3888888888888889,0.42857142857142855
12,2,0.0,0.0
13,4,0.0,0.0
14,2,0.0,0.0
15,2,0.0,0.0
16,5,0.8666666666666666,0.7894736842105263
17,3,1.0,1.0
18,2,0.0,0.0
19,3,1.0,1.0
20,11,0.5848484848484848,0.5294117647058824
21,2,0.0,0.0
22,3,1.0,1.0
23,3,1.0,1.0
24,3,1.0,1.0
25,3,0.0,0.0
26,3,0.0,0.0
27,8,0.2916666666666667,0.3333333333333333
28,7,0.38095238095238093,0.5
29,4,0.5833333333333334,0.6
30,7,0.0,0.0
31,2,0.0,0.0
32,2,0.0,0.0
33,4,1.0,1.0
34,2,0.0,0.0
35,2,0.0,0.0
36,10,0.4333333333333333,0.4090909090909091
37,3,1.0,1.0
