comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,15,0.3,0.3870967741935484
3,4,0.0,0.0
4,4,0.5833333333333333,0.6
5,2,0.0,0.0
6,14,0.5542517006802722,0.7377049180327869
7,2,0.0,0.0
8,2,0.0,0.0
9,3,1.0,1.0
10,7,0.5238095238095238,0.6818181818181818
11,3,0.0,0.0
12,4,0.5833333333333334,0.6
13,2,0.0,0.0
14,5,0.5333333333333333,0.6
15,3,1.0,1.0
16,2,0.0,0.0
17,2,0.0,0.0
18,116,0.582703886152162,0.5643322475570033
19,3,1.0,1.0
20,2,0.0,0.0
21,2,0.0,0.0
22,4,0.0,0.0
23,6,0.27777777777777773,0.375
24,2,0.0,0.0
25,6,0.3333333333333333,0.5
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,4,0.8333333333333333,0.75
30,2,0.0,0.0
31,2,0.0,0.0
32,4,0.0,0.0
33,2,0.0,0.0
34,2,0.0,0.0
35,4,0.8333333333333333,0.75
36,16,0.6151785714285715,0.5480769230769231
