comp,bumber of nodes,global clustering coefficient,transitivity
1,20,0.5966666666666668,0.6666666666666666
2,5,0.4666666666666666,0.5
3,3,1.0,1.0
4,4,0.0,0.0
5,4,0.0,0.0
6,2,0.0,0.0
7,7,0.23809523809523808,0.3333333333333333
8,4,0.8333333333333333,0.75
9,7,0.6904761904761905,0.5769230769230769
10,6,0.0,0.0
11,8,0.24999999999999997,0.42857142857142855
12,3,0.0,0.0
13,9,0.6962962962962963,0.8048780487804879
14,4,0.8333333333333333,0.75
15,10,0.6742857142857143,0.7228915662650602
16,2,0.0,0.0
17,6,0.0,0.0
18,4,1.0,1.0
19,14,0.41666666666666663,0.5294117647058824
20,16,0.47916666666666663,0.47368421052631576
21,4,0.0,0.0
22,2,0.0,0.0
23,3,1.0,1.0
24,2,0.0,0.0
25,3,1.0,1.0
26,5,0.4666666666666667,0.5
27,2,0.0,0.0
28,2,0.0,0.0
29,4,1.0,1.0
30,5,0.7,0.8
31,4,0.5833333333333333,0.6
32,3,1.0,1.0
33,2,0.0,0.0
34,5,0.4666666666666666,0.5
35,2,0.0,0.0
36,2,0.0,0.0
37,4,0.5833333333333333,0.6
38,2,0.0,0.0
39,3,0.0,0.0
40,2,0.0,0.0
41,2,0.0,0.0
