comp,bumber of nodes,global clustering coefficient,transitivity
1,7,0.33333333333333337,0.375
2,2,0.0,0.0
3,4,0.5833333333333333,0.6
4,4,0.5833333333333333,0.6
5,2,0.0,0.0
6,3,1.0,1.0
7,2,0.0,0.0
8,12,0.3527777777777778,0.5
9,3,0.0,0.0
10,2,0.0,0.0
11,3,1.0,1.0
12,3,0.0,0.0
13,3,1.0,1.0
14,2,0.0,0.0
15,3,0.0,0.0
16,2,0.0,0.0
17,3,0.0,0.0
18,8,0.20833333333333331,0.3
19,2,0.0,0.0
20,2,0.0,0.0
21,2,0.0,0.0
22,2,0.0,0.0
23,2,0.0,0.0
24,2,0.0,0.0
25,7,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,3,1.0,1.0
30,2,0.0,0.0
31,2,0.0,0.0
