comp,bumber of nodes,global clustering coefficient,transitivity
1,8,0.4375,0.6
2,2,0.0,0.0
3,2,0.0,0.0
4,2,0.0,0.0
5,2,0.0,0.0
6,2,0.0,0.0
7,2,0.0,0.0
8,2,0.0,0.0
9,8,0.45833333333333337,0.46153846153846156
10,8,0.33333333333333337,0.375
11,4,0.0,0.0
12,11,0.45454545454545453,0.42857142857142855
13,3,1.0,1.0
14,6,0.38888888888888884,0.42857142857142855
15,8,0.375,0.5172413793103449
16,3,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,2,0.0,0.0
21,2,0.0,0.0
22,2,0.0,0.0
23,2,0.0,0.0
24,2,0.0,0.0
25,3,0.0,0.0
26,3,1.0,1.0
27,8,0.20833333333333331,0.3
28,4,0.5833333333333333,0.6
29,4,0.0,0.0
30,2,0.0,0.0
31,2,0.0,0.0
32,3,0.0,0.0
33,6,0.0,0.0
34,2,0.0,0.0
35,3,0.0,0.0
36,3,0.0,0.0
37,3,0.0,0.0
38,2,0.0,0.0
39,5,0.0,0.0
40,2,0.0,0.0
41,2,0.0,0.0
42,9,0.31481481481481477,0.3333333333333333
43,2,0.0,0.0
44,3,0.0,0.0
45,2,0.0,0.0
46,2,0.0,0.0
47,2,0.0,0.0
48,2,0.0,0.0
49,9,0.47777777777777775,0.42857142857142855
50,2,0.0,0.0
51,3,0.0,0.0
52,2,0.0,0.0
53,4,0.5833333333333334,0.6
54,2,0.0,0.0
55,12,0.125,0.1875
56,4,0.0,0.0
57,2,0.0,0.0
58,3,0.0,0.0
59,5,0.0,0.0
60,2,0.0,0.0
61,5,0.5333333333333333,0.6
62,2,0.0,0.0
63,2,0.0,0.0
64,5,0.0,0.0
65,3,0.0,0.0
66,5,0.0,0.0
67,2,0.0,0.0
68,7,0.0,0.0
69,2,0.0,0.0
70,2,0.0,0.0
71,2,0.0,0.0
72,5,0.0,0.0
73,6,0.0,0.0
74,2,0.0,0.0
75,2,0.0,0.0
76,2,0.0,0.0
77,2,0.0,0.0
78,2,0.0,0.0
79,2,0.0,0.0
80,2,0.0,0.0
81,2,0.0,0.0
82,2,0.0,0.0
83,2,0.0,0.0
84,3,1.0,1.0
85,2,0.0,0.0
86,4,0.0,0.0
87,2,0.0,0.0
88,4,0.5833333333333334,0.6
89,2,0.0,0.0
90,3,1.0,1.0
91,4,0.5833333333333334,0.6
92,4,0.0,0.0
93,2,0.0,0.0
94,6,0.6388888888888888,0.6818181818181818
95,2,0.0,0.0
96,4,0.0,0.0
97,4,0.5833333333333333,0.6
98,3,0.0,0.0
99,2,0.0,0.0
100,3,0.0,0.0
101,13,0.41025641025641024,0.391304347826087
102,3,0.0,0.0
103,2,0.0,0.0
104,2,0.0,0.0
105,9,0.25925925925925924,0.3
106,2,0.0,0.0
107,5,0.8666666666666666,0.7894736842105263
108,2,0.0,0.0
