comp,bumber of nodes,global clustering coefficient,transitivity
1,20,0.4033333333333333,0.5
2,15,0.49777777777777776,0.5844155844155844
3,2,0.0,0.0
4,2,0.0,0.0
5,4,0.8333333333333333,0.75
6,3,0.0,0.0
7,2,0.0,0.0
8,23,0.6154777589560199,0.6462585034013606
comp,bumber of nodes,global clustering coefficient,transitivity
1,20,0.4033333333333333,0.5
2,15,0.49777777777777776,0.5844155844155844
3,2,0.0,0.0
4,2,0.0,0.0
5,4,0.8333333333333333,0.75
6,3,0.0,0.0
7,2,0.0,0.0
8,23,0.6154777589560199,0.6462585034013606
comp,bumber of nodes,global clustering coefficient,transitivity
1,20,0.4033333333333333,0.5
2,15,0.49777777777777776,0.5844155844155844
3,2,0.0,0.0
4,2,0.0,0.0
5,4,0.8333333333333333,0.75
6,3,0.0,0.0
7,2,0.0,0.0
8,23,0.6154777589560199,0.6462585034013606
comp,bumber of nodes,global clustering coefficient,transitivity
1,20,0.4033333333333333,0.5
2,15,0.49777777777777776,0.5844155844155844
3,2,0.0,0.0
4,2,0.0,0.0
5,4,0.8333333333333333,0.75
6,3,0.0,0.0
7,2,0.0,0.0
8,23,0.6154777589560199,0.6462585034013606
comp,bumber of nodes,global clustering coefficient,transitivity
1,20,0.4033333333333333,0.5
2,15,0.49777777777777776,0.5844155844155844
3,2,0.0,0.0
4,2,0.0,0.0
5,4,0.8333333333333333,0.75
6,3,0.0,0.0
7,2,0.0,0.0
8,23,0.6154777589560199,0.6462585034013606
comp,bumber of nodes,global clustering coefficient,transitivity
1,37,0.5597168597168597,0.6043956043956044
2,2,0.0,0.0
3,4,0.8333333333333333,0.75
4,4,0.0,0.0
5,2,0.0,0.0
6,23,0.6443471986950248,0.655045871559633
comp,bumber of nodes,global clustering coefficient,transitivity
1,37,0.5126126126126126,0.6067415730337079
2,6,0.0,0.0
3,4,1.0,1.0
4,2,0.0,0.0
5,23,0.6704874835309618,0.66
comp,bumber of nodes,global clustering coefficient,transitivity
1,37,0.548005148005148,0.6041666666666666
2,6,0.0,0.0
3,4,1.0,1.0
4,2,0.0,0.0
5,23,0.6500376435159044,0.657190635451505
comp,bumber of nodes,global clustering coefficient,transitivity
1,37,0.5136422136422137,0.6067415730337079
2,6,0.0,0.0
3,4,1.0,1.0
4,2,0.0,0.0
5,23,0.642314448836188,0.6472602739726028
comp,bumber of nodes,global clustering coefficient,transitivity
1,20,0.545,0.5666666666666667
2,17,0.592436974789916,0.72
3,6,0.0,0.0
4,4,1.0,1.0
5,2,0.0,0.0
6,23,0.6249262814480206,0.631578947368421
