comp,bumber of nodes,global clustering coefficient,transitivity
1,3,1.0,1.0
2,2,0.0,0.0
3,15,0.42,0.5409836065573771
4,15,0.6401587301587301,0.6826347305389222
5,2,0.0,0.0
6,4,1.0,1.0
7,5,0.7666666666666666,0.6428571428571429
8,2,0.0,0.0
9,3,1.0,1.0
10,6,0.36111111111111116,0.3333333333333333
11,7,0.8333333333333334,0.75
12,2,0.0,0.0
13,3,0.0,0.0
14,4,1.0,1.0
15,3,0.0,0.0
16,3,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,6,0.611111111111111,0.5
20,2,0.0,0.0
21,5,0.4666666666666667,0.5
22,7,0.5809523809523809,0.625
23,5,0.7666666666666666,0.6428571428571429
24,2,0.0,0.0
25,3,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
28,18,0.5111111111111111,0.4918032786885246
29,2,0.0,0.0
30,3,0.0,0.0
31,4,1.0,1.0
32,2,0.0,0.0
