cell,x,y,slice,radius
0,0,5374,0,0
1,2622,5282,3,139
2,2578,5229,3,131
3,2802,5205,3,131
4,2887,5184,3,125
5,2967,5065,3,144
6,2723,5062,3,145
7,3136,5011,3,125
8,3334,4976,3,138
9,2602,4958,3,135
10,3246,4958,3,136
11,3197,4950,3,134
12,2611,4936,3,148
13,3000,4845,3,135
14,3468,4843,3,127
15,3422,4836,3,136
16,2881,4822,3,125
17,3190,4814,3,141
18,2862,4774,3,145
19,3143,4747,3,145
20,3075,4711,3,143
21,3797,4685,3,134
22,3619,4547,3,148
23,3469,4542,3,148
24,3290,4514,3,146
25,2960,4491,3,148
26,2595,4479,3,136
27,3775,4461,3,140
28,3439,4448,3,126
29,2802,4426,3,137
30,3976,4421,3,144
31,3123,4400,3,149
32,3037,4398,3,142
33,3411,4382,3,137
34,3676,4361,3,125
35,2738,4359,3,139
36,2927,4350,3,146
37,2880,4328,3,126
38,3141,4324,3,145
39,2640,4307,3,147
40,3188,4304,3,146
41,4004,4303,3,141
42,3372,4271,3,141
43,2980,4254,3,134
44,3817,4252,3,137
45,2561,4244,3,137
46,3021,4218,3,146
47,3739,4210,3,148
48,3916,4211,3,126
49,3048,4194,3,130
50,2814,4183,3,129
51,3816,4168,3,141
52,3642,4135,3,127
53,4094,4121,3,125
54,3324,4091,3,149
55,3001,4088,3,131
56,3270,4069,3,149
57,3077,4070,3,126
58,2602,4054,3,129
59,3988,4049,3,131
60,3799,4050,3,134
61,3818,4046,3,133
62,3672,4005,3,144
63,4028,3988,3,126
64,3730,3960,3,143
65,2755,3951,3,145
66,3507,3942,3,133
67,3802,3944,3,141
68,2656,3937,3,126
69,3092,3936,3,143
70,3882,3921,3,140
71,3424,3910,3,142
72,3242,3901,3,138
73,4072,3872,3,139
74,3443,3850,3,147
75,2533,3840,3,136
76,3244,3815,3,144
77,2750,3796,3,142
78,3016,3792,3,130
79,2666,3765,3,126
80,3310,3755,3,145
81,3640,3733,3,144
82,3992,3657,3,142
83,4055,3657,3,145
84,2449,3637,3,127
85,3940,3619,3,142
86,2886,3610,3,142
87,3927,3588,3,129
88,3324,3586,3,141
89,3755,3573,3,131
90,2559,3549,3,149
91,4032,3482,3,125
92,2421,3466,3,128
93,4188,3447,3,135
94,3182,3434,3,135
95,3162,3408,3,148
96,2689,3309,3,127
97,3745,3316,3,147
98,2888,3304,3,148
99,2986,3238,3,130
100,2433,3212,3,148
101,2358,3210,3,126
102,2634,3176,3,148
103,4079,3165,3,139
104,3524,3157,3,142
105,3312,3141,3,125
106,3480,3135,3,131
107,2344,3118,3,144
108,2449,3099,3,135
109,3925,3088,3,133
110,2602,3090,3,148
111,3905,3065,3,149
112,3309,3059,3,132
113,3618,3042,3,149
114,2337,3040,3,143
115,2741,3037,3,127
116,2871,3033,3,125
117,3042,3013,3,136
118,2279,3010,3,147
119,3296,2977,3,142
120,3459,2947,3,125
121,3227,2946,3,143
122,3419,2933,3,133
123,3244,2927,3,130
124,2766,2909,3,130
125,2293,2901,3,143
126,2561,2866,3,133
127,2278,2862,3,135
128,2642,2854,3,126
129,2980,2843,3,130
130,2263,2811,3,136
131,3656,2804,3,126
132,3685,2788,3,134
133,3569,2779,3,131
134,3069,2775,3,133
135,2316,2770,3,125
136,3192,2758,3,130
137,2281,2748,3,146
138,2757,2714,3,149
139,2163,2650,3,144
140,2867,2591,3,144
141,2394,2590,3,137
142,2518,2554,3,136
143,2519,2525,3,137
144,2167,2482,3,128
145,2752,2412,3,143
146,2671,2408,3,134
147,2008,2378,3,135
148,3390,2373,3,129
149,2254,2321,3,131
150,2490,2312,3,129
151,2764,2263,3,126
152,2990,2252,3,142
153,2991,2234,3,127
154,2580,2217,3,134
155,3162,2206,3,147
156,3144,2164,3,139
157,2041,2155,3,150
158,2741,2112,3,142
159,1937,2038,3,133
160,2797,1973,3,128
161,2716,1949,3,133
162,1933,1902,3,133
163,2889,1906,3,126
164,2510,1846,3,128
165,1911,1830,3,137
166,1758,1832,3,146
167,2069,1780,3,147
168,2320,1767,3,136
169,1788,1748,3,125
170,2189,1677,3,126
171,1984,1624,3,147
172,2465,1609,3,135
173,2457,1589,3,135
174,2332,1592,3,132
175,2517,1508,3,147
176,1526,1478,3,127
177,2178,1475,3,144
178,1459,1454,3,145
179,1563,1390,3,128
180,1563,1344,3,132
181,2078,1314,3,128
182,1885,1309,3,131
183,1723,1287,3,127
184,1660,1283,3,149
185,2329,1251,3,137
186,2348,1234,3,126
187,1932,1200,3,140
188,1757,1189,3,141
189,1903,1171,3,142
190,1816,1085,3,141
191,2269,1008,3,132
192,2146,970,3,141
193,2119,809,3,135
194,2242,780,3,143
195,2241,712,3,126
196,2253,655,3,140
