comp,bumber of nodes,global clustering coefficient,transitivity
1,19,0.2771929824561403,0.48148148148148145
2,3,0.0,0.0
3,6,0.7777777777777777,0.6
4,15,0.49999999999999994,0.5625
5,6,0.27777777777777773,0.375
6,7,0.0,0.0
7,2,0.0,0.0
8,3,1.0,1.0
9,2,0.0,0.0
10,4,1.0,1.0
11,17,0.6363211951447245,0.6596858638743456
12,10,0.8133333333333332,0.7377049180327869
13,11,0.19696969696969696,0.2
14,2,0.0,0.0
15,10,0.6599999999999999,0.6206896551724138
16,2,0.0,0.0
17,3,1.0,1.0
18,5,0.3333333333333333,0.42857142857142855
19,11,0.5757575757575757,0.5
20,3,1.0,1.0
21,3,1.0,1.0
22,11,0.3939393939393939,0.391304347826087
23,3,1.0,1.0
24,3,1.0,1.0
25,8,0.4583333333333333,0.6521739130434783
26,7,0.2619047619047619,0.4
27,2,0.0,0.0
28,2,0.0,0.0
29,2,0.0,0.0
30,5,0.4666666666666666,0.5
31,3,1.0,1.0
32,2,0.0,0.0
