comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,2,0.0,0.0
3,2,0.0,0.0
4,3,1.0,1.0
5,2,0.0,0.0
6,3,0.0,0.0
7,2,0.0,0.0
8,5,0.7,0.8
9,2,0.0,0.0
10,2,0.0,0.0
11,3,0.0,0.0
12,3,1.0,1.0
13,3,1.0,1.0
14,2,0.0,0.0
15,2,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,4,0.8333333333333333,0.75
20,2,0.0,0.0
21,2,0.0,0.0
22,5,0.0,0.0
23,3,0.0,0.0
24,2,0.0,0.0
25,2,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,2,0.0,0.0
