cell,x,y,slice,radius
0,0,5080,0,0
1,2210,4985,1,134
2,2385,4835,1,128
3,2309,4820,1,127
4,2583,4773,1,130
5,2454,4748,1,139
6,2091,4699,1,135
7,2082,4635,1,133
8,2381,4591,1,142
9,2311,4560,1,140
10,1885,4557,1,131
11,2066,4552,1,135
12,2974,4533,1,149
13,2535,4525,1,129
14,1909,4475,1,142
15,2665,4452,1,125
16,2289,4413,1,147
17,2270,4409,1,135
18,1932,4309,1,146
19,2584,4302,1,130
20,2896,4248,1,148
21,2594,4239,1,127
22,2736,4232,1,142
23,3036,4225,1,127
24,2162,4218,1,139
25,3143,4175,1,128
26,2333,4151,1,141
27,1933,4115,1,131
28,2457,4103,1,139
29,1980,4100,1,142
30,1757,4076,1,143
31,2112,4071,1,148
32,2445,4042,1,144
33,2699,4037,1,135
34,2497,4029,1,133
35,2744,4028,1,127
36,2265,3990,1,140
37,2286,3973,1,137
38,3234,3945,1,138
39,2026,3918,1,149
40,2244,3901,1,148
41,2650,3894,1,146
42,1846,3844,1,148
43,1911,3844,1,149
44,2556,3824,1,126
45,2055,3812,1,148
46,1718,3796,1,131
47,3176,3753,1,132
48,2539,3744,1,147
49,2157,3742,1,133
50,1769,3734,1,138
51,2792,3720,1,128
52,1894,3703,1,147
53,2492,3690,1,127
54,2201,3667,1,142
55,1942,3661,1,142
56,2794,3627,1,140
57,1717,3589,1,150
58,2174,3583,1,150
59,2938,3535,1,131
60,2630,3524,1,126
61,1967,3513,1,131
62,2620,3496,1,134
63,2887,3488,1,128
64,1997,3394,1,148
65,3025,3379,1,141
66,2239,3377,1,129
67,2077,3306,1,126
68,2648,3300,1,129
69,2311,3276,1,134
70,2178,3274,1,128
71,1884,3269,1,141
72,2872,3245,1,145
73,1729,3233,1,150
74,1966,3151,1,150
75,2277,3139,1,136
76,2107,3125,1,138
77,2329,3118,1,142
78,2736,3116,1,126
79,3139,3088,1,125
80,1953,3052,1,126
81,2650,3039,1,145
82,2025,3033,1,140
83,2350,2992,1,125
84,2823,2977,1,142
85,1989,2975,1,128
86,2737,2966,1,138
87,2245,2938,1,129
88,2948,2930,1,134
89,1731,2887,1,150
90,2240,2887,1,127
91,2939,2877,1,149
92,2227,2854,1,147
93,2141,2855,1,138
94,3115,2843,1,144
95,2908,2839,1,136
96,2556,2714,1,130
97,2854,2656,1,135
98,2230,2642,1,142
99,3035,2639,1,149
100,1815,2615,1,134
101,1860,2607,1,147
102,2493,2601,1,150
103,3377,2594,1,142
104,2968,2585,1,146
105,2148,2583,1,149
106,2208,2574,1,127
107,2050,2564,1,143
108,2891,2472,1,125
109,1726,2467,1,131
110,2380,2465,1,125
111,2071,2456,1,137
112,3120,2426,1,126
113,2398,2411,1,135
114,2115,2409,1,138
