comp,bumber of nodes,global clustering coefficient,transitivity
1,3,0.0,0.0
2,8,0.625,0.5625
3,8,0.41666666666666663,0.5769230769230769
4,16,0.44166666666666665,0.6081081081081081
5,5,0.5333333333333333,0.6
6,7,0.6047619047619047,0.5555555555555556
7,17,0.5274509803921569,0.5795454545454546
8,17,0.40784313725490184,0.4528301886792453
9,42,0.45113378684807254,0.49230769230769234
10,26,0.5628205128205128,0.5607476635514018
11,15,0.41999999999999993,0.5409836065573771
12,4,0.5833333333333333,0.6
13,12,0.638888888888889,0.5
14,14,0.4285714285714285,0.5
15,2,0.0,0.0
16,5,0.3333333333333333,0.42857142857142855
17,4,0.5833333333333334,0.6
18,2,0.0,0.0
19,3,1.0,1.0
20,2,0.0,0.0
21,3,1.0,1.0
22,8,0.29166666666666663,0.4
23,5,0.7666666666666666,0.6428571428571429
24,2,0.0,0.0
25,2,0.0,0.0
26,2,0.0,0.0
