comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,4,0.8333333333333333,0.75
3,3,0.0,0.0
4,8,0.45416666666666666,0.45
5,4,0.0,0.0
6,9,0.6185185185185185,0.631578947368421
7,2,0.0,0.0
8,2,0.0,0.0
9,2,0.0,0.0
10,5,0.0,0.0
11,5,0.5333333333333333,0.6
12,2,0.0,0.0
13,2,0.0,0.0
14,3,1.0,1.0
15,3,0.0,0.0
16,2,0.0,0.0
17,10,0.2333333333333333,0.25
18,2,0.0,0.0
19,5,0.8666666666666666,0.7894736842105263
20,2,0.0,0.0
21,4,0.5833333333333334,0.6
22,3,0.0,0.0
23,4,0.5833333333333333,0.6
24,2,0.0,0.0
25,7,0.3095238095238096,0.25
26,6,0.38888888888888884,0.375
27,4,0.0,0.0
28,4,0.8333333333333333,0.75
29,3,0.0,0.0
30,2,0.0,0.0
31,2,0.0,0.0
32,2,0.0,0.0
33,4,1.0,1.0
34,3,0.0,0.0
35,2,0.0,0.0
36,2,0.0,0.0
37,2,0.0,0.0
38,2,0.0,0.0
39,2,0.0,0.0
40,4,0.5833333333333334,0.6
41,2,0.0,0.0
42,6,0.27777777777777773,0.375
43,2,0.0,0.0
44,2,0.0,0.0
45,6,0.5,0.6666666666666666
46,3,0.0,0.0
47,2,0.0,0.0
48,3,1.0,1.0
49,3,1.0,1.0
50,2,0.0,0.0
51,3,0.0,0.0
52,6,0.7777777777777777,0.6
53,2,0.0,0.0
54,2,0.0,0.0
55,2,0.0,0.0
56,2,0.0,0.0
57,2,0.0,0.0
58,2,0.0,0.0
59,2,0.0,0.0
60,3,0.0,0.0
61,2,0.0,0.0
62,2,0.0,0.0
