comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,3,1.0,1.0
3,4,0.0,0.0
4,2,0.0,0.0
5,5,0.0,0.0
6,6,0.7777777777777777,0.6
7,3,0.0,0.0
8,2,0.0,0.0
9,5,0.7,0.8
10,8,0.6541666666666667,0.66
11,12,0.27777777777777773,0.3333333333333333
12,4,0.5833333333333334,0.6
13,19,0.2894736842105263,0.40540540540540543
14,2,0.0,0.0
15,8,0.0,0.0
16,30,0.5622222222222223,0.4666666666666667
17,4,0.5833333333333333,0.6
18,2,0.0,0.0
19,24,0.6278769841269841,0.5972222222222222
20,10,0.79,0.7285714285714285
21,12,0.19444444444444442,0.3
22,3,0.0,0.0
23,7,0.5238095238095238,0.46153846153846156
24,3,1.0,1.0
25,12,0.5083333333333334,0.6
26,5,0.6,0.5454545454545454
27,21,0.6469387755102042,0.6119402985074627
28,2,0.0,0.0
29,10,0.6166666666666667,0.48
30,5,0.4666666666666667,0.5
31,7,0.6095238095238097,0.7058823529411765
32,11,0.4090909090909091,0.3333333333333333
33,7,0.8333333333333334,0.75
34,9,0.5370370370370371,0.47368421052631576
35,6,0.7777777777777777,0.6
36,19,0.6784461152882205,0.5827338129496403
37,3,0.0,0.0
38,5,0.8666666666666666,0.7894736842105263
39,12,0.47222222222222227,0.5581395348837209
40,16,0.6854166666666666,0.6075949367088608
41,4,1.0,1.0
42,3,0.0,0.0
43,7,0.4047619047619047,0.47368421052631576
44,9,0.42592592592592593,0.3157894736842105
45,3,0.0,0.0
46,4,0.5833333333333334,0.6
47,5,0.3333333333333333,0.42857142857142855
48,6,0.5833333333333334,0.75
49,4,0.0,0.0
50,2,0.0,0.0
51,2,0.0,0.0
52,2,0.0,0.0
53,2,0.0,0.0
54,2,0.0,0.0
55,3,1.0,1.0
56,4,0.5833333333333334,0.6
57,2,0.0,0.0
58,3,0.0,0.0
59,2,0.0,0.0
60,5,0.0,0.0
61,2,0.0,0.0
62,3,1.0,1.0
63,2,0.0,0.0
64,3,1.0,1.0
65,5,0.0,0.0
66,5,0.8666666666666666,0.7894736842105263
67,2,0.0,0.0
68,2,0.0,0.0
69,2,0.0,0.0
70,2,0.0,0.0
71,2,0.0,0.0
72,3,1.0,1.0
