comp,bumber of nodes,global clustering coefficient,transitivity
1,3,0.0,0.0
2,7,0.7,0.5555555555555556
3,3,1.0,1.0
4,5,0.5333333333333333,0.6
5,5,0.7,0.8
6,6,0.3611111111111111,0.3333333333333333
7,3,0.0,0.0
8,2,0.0,0.0
9,20,0.4333333333333333,0.47619047619047616
10,2,0.0,0.0
11,2,0.0,0.0
12,4,0.0,0.0
13,2,0.0,0.0
14,2,0.0,0.0
15,2,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,3,1.0,1.0
19,2,0.0,0.0
20,17,0.37254901960784315,0.375
21,2,0.0,0.0
22,2,0.0,0.0
23,2,0.0,0.0
24,2,0.0,0.0
25,2,0.0,0.0
26,2,0.0,0.0
27,3,0.0,0.0
28,2,0.0,0.0
29,7,0.6666666666666666,0.5454545454545454
