comp,bumber of nodes,global clustering coefficient,transitivity
1,4,0.5833333333333333,0.6
2,2,0.0,0.0
3,2,0.0,0.0
4,7,0.0,0.0
5,2,0.0,0.0
6,2,0.0,0.0
7,2,0.0,0.0
8,2,0.0,0.0
9,3,1.0,1.0
10,3,1.0,1.0
11,2,0.0,0.0
12,3,0.0,0.0
13,2,0.0,0.0
14,3,0.0,0.0
15,3,1.0,1.0
16,2,0.0,0.0
17,4,0.8333333333333333,0.75
18,3,1.0,1.0
19,2,0.0,0.0
20,2,0.0,0.0
21,3,1.0,1.0
22,2,0.0,0.0
23,4,0.5833333333333333,0.6
24,2,0.0,0.0
25,4,0.5833333333333333,0.6
26,2,0.0,0.0
27,5,0.4333333333333334,0.375
28,2,0.0,0.0
29,5,0.4333333333333333,0.375
30,5,0.0,0.0
31,9,0.7396825396825396,0.7659574468085106
32,3,0.0,0.0
33,7,0.3095238095238095,0.3
34,3,0.0,0.0
35,10,0.5166666666666666,0.5357142857142857
36,4,0.0,0.0
37,16,0.5375,0.5915492957746479
38,5,0.4666666666666666,0.5
39,7,0.3333333333333333,0.375
40,4,0.0,0.0
41,3,1.0,1.0
42,2,0.0,0.0
43,7,0.6619047619047619,0.45
44,8,0.47916666666666663,0.5294117647058824
45,3,0.0,0.0
46,2,0.0,0.0
47,5,0.4666666666666666,0.5
48,2,0.0,0.0
49,3,0.0,0.0
50,2,0.0,0.0
51,2,0.0,0.0
52,3,0.0,0.0
53,2,0.0,0.0
54,2,0.0,0.0
55,3,0.0,0.0
56,4,0.5833333333333333,0.6
57,3,0.0,0.0
58,3,0.0,0.0
59,2,0.0,0.0
60,2,0.0,0.0
61,2,0.0,0.0
62,2,0.0,0.0
63,3,0.0,0.0
64,3,0.0,0.0
65,4,0.0,0.0
66,2,0.0,0.0
