comp,bumber of nodes,global clustering coefficient,transitivity
1,3,1.0,1.0
2,5,0.8666666666666666,0.6
3,2,0.0,0.0
4,3,1.0,1.0
5,2,0.0,0.0
6,5,0.4666666666666666,0.5
7,8,0.0,0.0
8,2,0.0,0.0
9,2,0.0,0.0
10,3,1.0,1.0
11,4,0.8333333333333333,0.75
12,6,0.0,0.0
13,4,0.0,0.0
14,5,0.4666666666666666,0.5
15,2,0.0,0.0
16,5,0.8666666666666666,0.7894736842105263
17,2,0.0,0.0
18,2,0.0,0.0
19,3,1.0,1.0
20,5,0.8666666666666666,0.7894736842105263
21,2,0.0,0.0
22,2,0.0,0.0
23,2,0.0,0.0
