cell,x,y,slice,radius
0,0,5594,0,0
1,989,5472,1,130
2,1025,5453,1,150
3,1479,5446,1,131
4,1627,5439,1,143
5,650,5435,1,140
6,759,5393,1,137
7,1334,5380,1,149
8,991,5379,1,148
9,784,5352,1,135
10,858,5340,1,126
11,669,5335,1,145
12,999,5330,1,148
13,1035,5319,1,132
14,1796,5296,1,134
15,760,5282,1,142
16,1843,5274,1,125
17,854,5264,1,137
18,506,5261,1,136
19,1430,5220,1,147
20,419,5217,1,125
21,754,5207,1,133
22,1862,5199,1,131
23,675,5191,1,131
24,1388,5167,1,138
25,1156,5161,1,134
26,1026,5158,1,148
27,1373,5147,1,141
28,1757,5148,1,128
29,690,5140,1,128
30,1150,5140,1,143
31,1805,5117,1,148
32,908,5100,1,150
33,874,5073,1,142
34,1037,5067,1,146
35,626,5066,1,144
36,1322,5057,1,128
37,1211,5016,1,140
38,992,5010,1,136
39,935,5004,1,143
40,1822,4996,1,131
41,1587,4983,1,132
42,1324,4965,1,135
43,353,4954,1,125
44,577,4946,1,145
45,1735,4937,1,148
46,1698,4925,1,130
47,1897,4922,1,127
48,962,4905,1,143
49,1962,4878,1,143
50,996,4874,1,139
51,539,4867,1,134
52,730,4854,1,129
53,378,4845,1,149
54,567,4842,1,147
55,1426,4835,1,135
56,1580,4823,1,148
57,1748,4809,1,145
58,485,4809,1,137
59,1186,4801,1,146
60,757,4795,1,141
61,1407,4794,1,147
62,261,4792,1,142
63,1192,4769,1,142
64,928,4757,1,143
65,668,4752,1,135
66,1963,4728,1,130
67,951,4699,1,133
68,1440,4675,1,133
69,1455,4678,1,137
70,1807,4674,1,136
71,388,4671,1,129
72,1116,4656,1,142
73,1155,4622,1,137
74,631,4604,1,143
75,1547,4555,1,147
76,1412,4554,1,150
77,1737,4531,1,133
78,1088,4506,1,149
79,579,4471,1,125
80,1043,4466,1,141
81,1725,4460,1,135
82,456,4454,1,126
83,1866,4453,1,133
84,430,4388,1,133
85,1081,4296,1,149
86,85,4288,1,133
87,986,4277,1,125
88,806,4255,1,129
89,1490,4249,1,135
90,2004,4229,1,140
91,131,4225,1,137
92,1748,4219,1,144
93,290,4209,1,143
94,222,4201,1,143
95,1722,4189,1,149
96,484,4176,1,133
97,247,4148,1,143
98,1334,4115,1,146
99,909,4074,1,130
100,589,4065,1,143
101,1446,4045,1,133
102,2120,4036,1,134
103,1190,4030,1,149
104,967,4015,1,129
105,1078,4001,1,125
106,335,3922,1,133
107,510,3918,1,141
108,533,3901,1,137
109,1793,3882,1,144
110,1293,3874,1,142
111,492,3846,1,135
112,1053,3813,1,148
113,1237,3794,1,147
114,1192,3795,1,140
115,821,3773,1,136
116,343,3747,1,133
117,280,3739,1,145
118,1413,3737,1,126
119,529,3716,1,125
120,1976,3671,1,136
121,1905,3660,1,141
122,297,3656,1,127
123,488,3651,1,128
124,1157,3606,1,140
125,612,3589,1,147
126,767,3585,1,136
127,2107,3586,1,144
128,1062,3573,1,148
129,1193,3549,1,130
130,1613,3518,1,144
131,764,3499,1,133
132,2168,3451,1,146
133,2002,3440,1,126
134,1988,3427,1,148
135,292,3399,1,136
136,833,3359,1,127
137,1112,3342,1,129
138,1163,3339,1,125
139,350,3320,1,133
140,1436,3317,1,128
141,1671,3231,1,140
142,1148,3160,1,127
143,2038,3099,1,142
144,918,3047,1,133
145,226,3022,1,143
146,401,3010,1,148
147,1786,2986,1,129
148,1665,2937,1,136
149,518,2924,1,131
150,536,2877,1,126
151,885,2850,1,134
152,2009,2812,1,131
153,831,2800,1,150
154,889,2762,1,134
155,196,2730,1,149
156,372,2720,1,125
157,824,2718,1,132
158,1756,2697,1,148
159,501,2671,1,141
160,1636,2649,1,130
161,489,2636,1,148
162,1555,2617,1,143
163,507,2593,1,128
164,855,2562,1,148
165,802,2514,1,136
166,1132,2499,1,131
167,1254,2444,1,143
168,1980,2437,1,125
169,1380,2433,1,138
170,692,2380,1,148
171,216,2377,1,149
172,637,2375,1,133
173,686,2370,1,131
174,521,2285,1,147
175,1414,2253,1,145
176,1537,2203,1,125
177,767,2187,1,141
178,662,2186,1,140
179,1152,2167,1,128
