comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,3,1.0,1.0
3,2,0.0,0.0
4,12,0.7472222222222223,0.6666666666666666
5,3,0.0,0.0
6,3,0.0,0.0
7,2,0.0,0.0
8,4,0.5833333333333334,0.6
9,8,0.20833333333333331,0.3
10,3,1.0,1.0
11,2,0.0,0.0
12,2,0.0,0.0
13,3,1.0,1.0
14,2,0.0,0.0
15,2,0.0,0.0
16,3,0.0,0.0
17,2,0.0,0.0
18,6,0.38888888888888884,0.4
19,2,0.0,0.0
20,26,0.4115384615384615,0.44680851063829785
21,2,0.0,0.0
22,12,0.5972222222222222,0.5833333333333334
23,9,0.662962962962963,0.66
24,2,0.0,0.0
25,2,0.0,0.0
26,5,0.5333333333333333,0.6
27,5,0.3333333333333333,0.42857142857142855
28,4,0.0,0.0
29,4,0.0,0.0
30,8,0.5,0.5
31,3,1.0,1.0
32,3,1.0,1.0
33,2,0.0,0.0
34,2,0.0,0.0
35,2,0.0,0.0
36,2,0.0,0.0
37,4,0.8333333333333333,0.75
38,2,0.0,0.0
39,2,0.0,0.0
40,3,0.0,0.0
41,2,0.0,0.0
42,2,0.0,0.0
43,4,0.8333333333333333,0.75
44,3,1.0,1.0
