comp,bumber of nodes,global clustering coefficient,transitivity
1,4,0.5833333333333333,0.6
2,2,0.0,0.0
3,4,0.0,0.0
4,7,0.2857142857142857,0.46153846153846156
5,2,0.0,0.0
6,2,0.0,0.0
7,5,0.3333333333333333,0.42857142857142855
8,4,0.0,0.0
9,2,0.0,0.0
10,3,0.0,0.0
11,2,0.0,0.0
12,2,0.0,0.0
13,4,0.5833333333333334,0.6
14,4,0.8333333333333333,0.75
15,5,0.0,0.0
16,4,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,5,0.8666666666666666,0.7894736842105263
20,3,0.0,0.0
21,3,0.0,0.0
22,2,0.0,0.0
23,2,0.0,0.0
24,6,0.25,0.25
25,2,0.0,0.0
26,2,0.0,0.0
27,4,0.5833333333333334,0.6
28,2,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
31,5,0.0,0.0
32,2,0.0,0.0
33,2,0.0,0.0
34,2,0.0,0.0
35,2,0.0,0.0
36,2,0.0,0.0
37,2,0.0,0.0
38,3,0.0,0.0
39,3,0.0,0.0
40,2,0.0,0.0
41,2,0.0,0.0
