comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,3,0.0,0.0
3,2,0.0,0.0
4,2,0.0,0.0
5,3,0.0,0.0
6,2,0.0,0.0
7,3,0.0,0.0
8,8,0.7761904761904761,0.6666666666666666
9,2,0.0,0.0
10,2,0.0,0.0
11,3,0.0,0.0
12,2,0.0,0.0
13,2,0.0,0.0
14,2,0.0,0.0
15,2,0.0,0.0
16,4,0.5833333333333333,0.6
17,2,0.0,0.0
18,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,3,0.0,0.0
3,3,0.0,0.0
4,2,0.0,0.0
5,3,0.0,0.0
6,2,0.0,0.0
7,3,1.0,1.0
8,9,0.7923280423280423,0.6818181818181818
9,2,0.0,0.0
10,2,0.0,0.0
11,5,0.0,0.0
12,2,0.0,0.0
13,3,0.0,0.0
14,2,0.0,0.0
15,5,0.5333333333333333,0.6
16,2,0.0,0.0
17,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,3,0.0,0.0
3,2,0.0,0.0
4,2,0.0,0.0
5,3,0.0,0.0
6,2,0.0,0.0
7,3,0.0,0.0
8,8,0.7761904761904761,0.6666666666666666
9,2,0.0,0.0
10,2,0.0,0.0
11,3,0.0,0.0
12,2,0.0,0.0
13,2,0.0,0.0
14,2,0.0,0.0
15,2,0.0,0.0
16,4,0.5833333333333333,0.6
17,2,0.0,0.0
18,2,0.0,0.0
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,3,0.0,0.0
3,3,0.0,0.0
4,2,0.0,0.0
5,3,0.0,0.0
6,2,0.0,0.0
7,4,0.5833333333333333,0.6
8,9,0.6746031746031744,0.7125
9,2,0.0,0.0
10,2,0.0,0.0
11,5,0.0,0.0
12,3,0.0,0.0
13,3,0.0,0.0
14,2,0.0,0.0
15,5,0.5333333333333333,0.6
16,2,0.0,0.0
17,2,0.0,0.0
