comp,bumber of nodes,global clustering coefficient,transitivity
1,3,0.0,0.0
2,3,0.0,0.0
3,2,0.0,0.0
4,2,0.0,0.0
5,2,0.0,0.0
6,2,0.0,0.0
7,2,0.0,0.0
8,3,1.0,1.0
9,2,0.0,0.0
10,3,1.0,1.0
11,2,0.0,0.0
12,2,0.0,0.0
13,3,0.0,0.0
14,2,0.0,0.0
15,3,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,2,0.0,0.0
21,4,0.5833333333333333,0.6
22,2,0.0,0.0
23,4,0.0,0.0
24,4,0.8333333333333333,0.75
25,3,1.0,1.0
26,7,0.6666666666666666,0.5454545454545454
27,2,0.0,0.0
28,2,0.0,0.0
29,3,1.0,1.0
30,2,0.0,0.0
31,3,0.0,0.0
32,3,0.0,0.0
33,2,0.0,0.0
34,5,0.4666666666666666,0.5
