N,X,Y,Slice
1,1577,36,1
2,1561,72,1
3,1554,220,1
4,980,272,1
5,1438,318,1
6,1525,322,1
7,1145,358,1
8,1733,437,1
9,1575,491,1
10,1073,525,1
11,783,527,1
12,1462,631,1
13,1230,675,1
14,1336,678,1
15,1043,686,1
16,529,718,1
17,1690,743,1
18,463,748,1
19,706,757,1
20,1499,772,1
21,859,779,1
22,1708,784,1
23,1487,793,1
24,1827,825,1
25,1718,866,1
26,724,897,1
27,1106,906,1
28,1435,929,1
29,1167,977,1
30,1758,1009,1
31,765,1015,1
32,482,1023,1
33,1502,1063,1
34,786,1066,1
35,300,1097,1
36,1763,1147,1
37,922,1209,1
38,899,1228,1
39,1684,1272,1
40,582,1315,1
41,1511,1339,1
42,1668,1348,1
43,987,1359,1
44,433,1379,1
45,1328,1426,1
46,955,1435,1
47,1021,1439,1
48,1465,1445,1
49,1240,1470,1
50,803,1535,1
51,1218,1546,1
52,494,1565,1
53,640,1572,1
54,1657,1581,1
55,440,1588,1
56,1134,1592,1
57,1348,1608,1
58,339,1618,1
59,1492,1619,1
60,988,1743,1
61,1234,1773,1
62,1627,1779,1
63,520,1800,1
64,1743,1802,1
65,1837,1851,1
66,1107,1884,1
67,1396,1910,1
68,1918,1924,1
69,609,1929,1
70,153,1981,1
71,1086,2078,1
72,684,2100,1
73,1296,2098,1
74,624,2104,1
75,1479,2126,1
76,480,2156,1
77,1311,2160,1
78,1037,2190,1
79,1206,2236,1
80,987,2298,1
81,1145,2305,1
82,776,2324,1
83,896,2326,1
84,266,2349,1
85,1568,2388,1
86,759,2396,1
87,1820,2405,1
88,909,2443,1
89,986,2505,1
90,1225,2534,1
91,1800,2650,1
92,416,2663,1
93,1026,2682,1
94,1062,2730,1
95,1763,2770,1
96,758,2820,1
97,1779,2847,1
98,1612,2875,1
99,391,2931,1
100,1239,2938,1
101,572,2949,1
102,1811,2958,1
103,1318,3075,1
104,1035,3106,1
105,535,3184,1
106,813,3233,1
107,608,3291,1
108,1458,3301,1
109,206,3313,1
110,421,3408,1
111,1649,3409,1
112,400,3420,1
113,1275,3434,1
114,1515,3452,1
115,1084,3500,1
116,830,3569,1
117,1009,3573,1
118,208,3580,1
119,864,3636,1
120,1486,3735,1
121,912,3742,1
122,1368,3776,1
123,856,3822,1
124,1214,3854,1
125,1303,3881,1
126,1280,4043,1
127,1381,4076,1
128,1183,4091,1
129,423,3726,2
130,274,3763,2
131,611,3894,2
132,317,4036,2
133,995,4104,2
134,1029,4149,2
135,620,4168,2
136,349,4184,2
137,1314,4215,2
138,360,4216,2
139,1425,4372,2
140,1273,4384,2
141,544,4385,2
142,1201,4420,2
143,1404,4465,2
144,1630,4476,2
145,574,4489,2
146,1546,4510,2
147,1207,4519,2
148,1379,4547,2
149,574,4555,2
150,698,4556,2
151,720,4569,2
152,1860,4599,2
153,1556,4608,2
154,1777,4634,2
155,1992,4675,2
156,1608,4681,2
157,1227,4740,2
158,1879,4749,2
159,1167,4757,2
160,1976,4755,2
161,1654,4770,2
162,1354,4781,2
163,920,4797,2
164,1209,4802,2
165,2285,4807,2
166,848,4826,2
167,1293,4832,2
168,1973,4837,2
169,1574,4895,2
170,1134,4920,2
171,1039,4962,2
172,1711,4970,2
173,1255,4973,2
174,1496,5073,2
175,1994,165,3
176,2138,227,3
177,1949,238,3
178,2435,242,3
179,2529,381,3
180,1996,405,3
181,2338,408,3
182,2288,414,3
183,1924,417,3
184,2470,475,3
185,2349,510,3
186,2264,570,3
187,2566,573,3
188,2491,608,3
189,2354,619,3
190,2635,669,3
191,2594,686,3
192,2280,715,3
193,2992,725,3
194,3060,750,3
195,3066,832,3
196,2990,855,3
197,2598,882,3
198,1942,919,3
199,3150,977,3
200,2412,981,3
201,3162,992,3
202,2843,1001,3
203,2694,1009,3
204,2760,1075,3
205,2970,1117,3
206,2198,1151,3
207,2114,1155,3
208,2758,1187,3
209,3139,1185,3
210,1986,1235,3
211,3424,1322,3
212,2530,1351,3
213,2723,1370,3
214,3070,1401,3
215,2721,1402,3
216,2793,1423,3
217,2427,1431,3
218,2143,1449,3
219,3059,1525,3
220,2994,1529,3
221,3367,1553,3
222,2630,1557,3
223,3263,1571,3
224,2895,1597,3
225,3542,1627,3
226,3418,1637,3
227,3486,1660,3
228,3376,1665,3
229,3053,1684,3
230,3226,1693,3
231,2637,1726,3
232,2604,1740,3
233,3157,1767,3
234,2150,1793,3
235,2135,1804,3
236,3487,1859,3
237,2312,1883,3
238,3087,1902,3
239,3218,1929,3
240,2191,1951,3
241,1977,1983,3
242,2642,2000,3
243,2052,2032,3
244,3590,2055,3
245,3414,2063,3
246,3223,2077,3
247,2550,2079,3
248,3456,2089,3
249,2657,2092,3
250,2063,2178,3
251,2567,2188,3
252,2318,2197,3
253,2830,2214,3
254,3152,2232,3
255,3424,2236,3
256,3253,2264,3
257,2817,2271,3
258,3285,2271,3
259,2948,2283,3
260,2938,2307,3
261,2466,2308,3
262,2314,2333,3
263,2159,2374,3
264,2817,2392,3
265,3131,2426,3
266,3298,2437,3
267,3540,2458,3
268,2356,2542,3
269,3337,2551,3
270,3103,2586,3
271,1970,2586,3
272,2879,2591,3
273,3111,2601,3
274,1913,2665,3
275,2197,2665,3
276,2707,2695,3
277,2504,2703,3
278,2404,2703,3
279,2870,2705,3
280,2965,2714,3
281,3406,2749,3
282,3374,2763,3
283,2032,2769,3
284,3405,2781,3
285,2040,2853,3
286,2999,2862,3
287,3105,2880,3
288,2596,2934,3
289,2190,2938,3
290,2891,2977,3
291,2742,2973,3
292,2615,2984,3
293,3225,3029,3
294,2417,3076,3
295,2588,3080,3
296,2843,3081,3
297,2609,3106,3
298,2514,3124,3
299,2709,3130,3
300,2380,3139,3
301,1989,3154,3
302,2428,3158,3
303,2752,3178,3
304,2290,3193,3
305,1944,3228,3
306,2608,3285,3
307,3010,3294,3
308,2690,3337,3
309,2589,3347,3
310,2606,3429,3
311,2009,3550,3
312,2832,3570,3
313,1784,3613,3
314,2605,3626,3
315,2214,3646,3
316,1982,3707,3
317,2929,3716,3
318,2886,3736,3
319,2509,3737,3
320,2908,3759,3
321,2823,3766,3
322,2774,3819,3
323,2519,3823,3
324,1609,3848,3
325,2281,3852,3
326,1798,3857,3
327,2279,3877,3
328,1570,3903,3
329,2158,3924,3
330,1543,3943,3
331,2325,3942,3
332,1934,3957,3
333,1761,3966,3
334,2225,3972,3
335,1880,3991,3
336,1815,4021,3
337,1967,4025,3
338,1546,4055,3
339,1920,4063,3
340,2320,4091,3
341,1768,4101,3
342,1727,4125,3
343,2641,4184,3
344,2678,4289,3
345,1804,4460,3
346,2230,4516,3
