N,X,Y,Slice
1,1302,168,1
2,1889,262,1
3,1098,278,1
4,1394,298,1
5,1760,310,1
6,1132,321,1
7,1379,329,1
8,1509,328,1
9,1027,335,1
10,1165,425,1
11,1369,451,1
12,1246,474,1
13,1918,489,1
14,1908,524,1
15,1888,587,1
16,1453,596,1
17,950,620,1
18,1355,677,1
19,1088,721,1
20,760,739,1
21,1710,754,1
22,662,785,1
23,1787,828,1
24,1159,865,1
25,1727,902,1
26,849,953,1
27,1918,972,1
28,910,986,1
29,1789,1037,1
30,1286,1043,1
31,1159,1050,1
32,465,1056,1
33,1120,1094,1
34,1848,1105,1
35,1026,1118,1
36,1370,1130,1
37,1161,1172,1
38,1913,1179,1
39,1855,1224,1
40,682,1248,1
41,1495,1266,1
42,1561,1323,1
43,1212,1337,1
44,1360,1390,1
45,1806,1416,1
46,1444,1420,1
47,1507,1427,1
48,547,1439,1
49,864,1453,1
50,1446,1486,1
51,1696,1495,1
52,346,1508,1
53,848,1568,1
54,559,1578,1
55,1717,1608,1
56,917,1604,1
57,671,1626,1
58,1856,1658,1
59,1282,1698,1
60,1352,1714,1
61,1770,1717,1
62,563,1742,1
63,1147,1755,1
64,1825,1764,1
65,1349,1779,1
66,1202,1780,1
67,1718,1806,1
68,192,1822,1
69,1470,1861,1
70,960,1917,1
71,1149,1926,1
72,1792,1986,1
73,1119,2006,1
74,917,2021,1
75,1721,2082,1
76,1383,2090,1
77,1202,2125,1
78,1179,2177,1
79,356,2176,1
80,775,2182,1
81,1278,2279,1
82,1592,2307,1
83,1020,2353,1
84,971,2367,1
85,645,2403,1
86,1033,2415,1
87,1296,2484,1
88,1581,2500,1
89,1525,2503,1
90,681,2514,1
91,1077,2543,1
92,934,2548,1
93,319,2659,1
94,1137,2677,1
95,1440,2731,1
96,921,2780,1
97,711,2818,1
98,510,2908,1
99,770,2978,1
100,376,3007,1
101,1297,3031,1
102,1124,3044,1
103,1185,3060,1
104,412,3111,1
105,295,3133,1
106,809,3182,1
107,463,3230,1
108,1262,3290,1
109,1174,3293,1
110,893,3377,1
111,1220,3418,1
112,1087,3648,1
113,1190,3654,1
114,1061,3657,1
115,1035,3658,1
116,174,3157,2
117,167,3279,2
118,290,3323,2
119,175,3409,2
120,158,3479,2
121,481,3517,2
122,711,3562,2
123,350,3629,2
124,669,3650,2
125,127,3667,2
126,47,3696,2
127,283,3720,2
128,1005,3732,2
129,185,3807,2
130,88,3820,2
131,321,3853,2
132,529,3868,2
133,19,3883,2
134,61,3982,2
135,530,3995,2
136,607,4010,2
137,320,4132,2
138,1561,4165,2
139,1259,4238,2
140,1574,4237,2
141,488,4336,2
142,1570,4348,2
143,528,4356,2
144,800,4395,2
145,1239,4408,2
146,1493,4421,2
147,447,4444,2
148,1695,4444,2
149,267,4462,2
150,1640,4469,2
151,1443,4498,2
152,1506,4523,2
153,1012,4538,2
154,905,4542,2
155,646,4545,2
156,1656,4548,2
157,1017,4560,2
158,1647,4563,2
159,609,4567,2
160,762,4570,2
161,377,4583,2
162,538,4619,2
163,738,4676,2
164,518,4704,2
165,670,4797,2
166,795,4823,2
167,1194,4920,2
168,2145,76,3
169,2389,183,3
170,2346,240,3
171,1924,246,3
172,2591,270,3
173,2674,387,3
174,2123,416,3
175,2257,426,3
176,2835,452,3
177,2629,454,3
178,2779,481,3
179,2007,576,3
180,2599,612,3
181,2906,622,3
182,2749,679,3
183,2361,809,3
184,2671,873,3
185,3158,886,3
186,2268,894,3
187,2058,919,3
188,2161,961,3
189,2410,964,3
190,2836,979,3
191,2969,983,3
192,2263,1000,3
193,3212,1006,3
194,1989,1004,3
195,2356,1008,3
196,2328,1010,3
197,2522,1025,3
198,2062,1051,3
199,2545,1082,3
200,2766,1125,3
201,3298,1143,3
202,2341,1180,3
203,2969,1226,3
204,2026,1228,3
205,2624,1257,3
206,3322,1292,3
207,2013,1299,3
208,2130,1360,3
209,2900,1404,3
210,2536,1418,3
211,2929,1421,3
212,3359,1430,3
213,3284,1447,3
214,3303,1481,3
215,3249,1524,3
216,3106,1568,3
217,2449,1646,3
218,2594,1670,3
219,2018,1692,3
220,3280,1701,3
221,2912,1698,3
222,2220,1717,3
223,2776,1761,3
224,2410,1765,3
225,3105,1779,3
226,2134,1799,3
227,2433,1815,3
228,3317,1816,3
229,2509,1827,3
230,3331,1855,3
231,2495,1864,3
232,2891,1940,3
233,2007,1948,3
234,3060,2012,3
235,2537,2015,3
236,1960,2026,3
237,1983,2027,3
238,2808,2029,3
239,2730,2073,3
240,2113,2114,3
241,3301,2181,3
242,1935,2214,3
243,2528,2218,3
244,2156,2225,3
245,3145,2303,3
246,2918,2391,3
247,2473,2430,3
248,2152,2466,3
249,2275,2548,3
250,2832,2639,3
251,1824,2648,3
252,2901,2649,3
253,2928,2710,3
254,1964,2842,3
255,2512,2876,3
256,2132,2898,3
257,2208,2914,3
258,1729,2928,3
259,2087,2953,3
260,2473,3070,3
261,1674,3071,3
262,2479,3130,3
263,2156,3168,3
264,2369,3240,3
265,2526,3257,3
266,2006,3372,3
267,1936,3392,3
268,1596,3427,3
269,2253,3428,3
270,1407,3530,3
271,1712,3592,3
272,1259,3615,3
273,1363,3627,3
274,2138,3659,3
275,1437,3675,3
276,1794,3943,3
277,1686,4097,3
278,2049,4108,3
279,1900,4152,3
280,1747,4303,3
281,1906,4406,3
