N,X,Y,Slice
1,2357,46,1
2,2262,59,1
3,2659,85,1
4,2914,109,1
5,2250,114,1
6,3054,115,1
7,2828,132,1
8,2122,211,1
9,2752,219,1
10,3084,226,1
11,2023,227,1
12,2354,293,1
13,2653,340,1
14,2986,359,1
15,3168,381,1
16,2965,388,1
17,2181,401,1
18,2105,406,1
19,2966,426,1
20,3553,457,1
21,2269,463,1
22,3155,557,1
23,3204,596,1
24,3348,623,1
25,2025,626,1
26,2600,638,1
27,2979,656,1
28,2178,663,1
29,1987,674,1
30,2805,678,1
31,3558,694,1
32,2512,696,1
33,3387,706,1
34,2951,726,1
35,2093,731,1
36,3017,737,1
37,2250,746,1
38,3091,755,1
39,2701,765,1
40,3122,769,1
41,2653,769,1
42,2647,782,1
43,3643,793,1
44,2467,799,1
45,3186,822,1
46,2779,831,1
47,2644,840,1
48,2362,844,1
49,2249,857,1
50,2979,872,1
51,3060,882,1
52,1877,940,1
53,1928,946,1
54,2835,959,1
55,1866,961,1
56,2964,963,1
57,2931,991,1
58,2668,999,1
59,2418,1013,1
60,2508,1013,1
61,2371,1037,1
62,2405,1063,1
63,3500,1076,1
64,3720,1099,1
65,2044,1108,1
66,2981,1110,1
67,3194,1122,1
68,3244,1155,1
69,3030,1175,1
70,2802,1181,1
71,2979,1207,1
72,3474,1217,1
73,2815,1240,1
74,3471,1287,1
75,3636,1290,1
76,2419,1298,1
77,2843,1299,1
78,2813,1350,1
79,2394,1362,1
80,2259,1386,1
81,2332,1393,1
82,2980,1425,1
83,3392,1432,1
84,2548,1463,1
85,2218,1503,1
86,2738,1507,1
87,2397,1545,1
88,1937,1557,1
89,3472,1575,1
90,1876,1596,1
91,3075,1630,1
92,2481,1640,1
93,1769,1653,1
94,2094,1666,1
95,2948,1664,1
96,2741,1668,1
97,2796,1697,1
98,3100,1707,1
99,1855,1732,1
100,3101,1844,1
101,2742,1847,1
102,3431,1905,1
103,2456,1947,1
104,2998,1988,1
105,3156,2003,1
106,3367,2024,1
107,2032,2030,1
108,2746,2047,1
109,2895,2132,1
110,3267,2146,1
111,1736,2206,1
