N,X,Y,Slice
1,2311,16,1
2,2498,45,1
3,2371,122,1
4,2593,137,1
5,2306,222,1
6,2678,246,1
7,3193,256,1
8,2971,259,1
9,3077,282,1
10,2561,285,1
11,2250,302,1
12,2665,363,1
13,2090,365,1
14,2334,380,1
15,2987,385,1
16,3466,490,1
17,3333,494,1
18,2959,510,1
19,2095,524,1
20,2223,555,1
21,2804,568,1
22,2599,600,1
23,2726,613,1
24,3062,631,1
25,3311,639,1
26,2421,665,1
27,3278,708,1
28,2025,738,1
29,2781,769,1
30,2477,776,1
31,2861,780,1
32,2550,816,1
33,2442,866,1
34,3363,880,1
35,3280,881,1
36,2676,903,1
37,1991,914,1
38,2336,923,1
39,2271,924,1
40,2414,941,1
41,3002,956,1
42,2889,981,1
43,3472,1016,1
44,2128,1050,1
45,2421,1067,1
46,3512,1070,1
47,3102,1070,1
48,2697,1110,1
49,3406,1128,1
50,3014,1148,1
51,3345,1148,1
52,3467,1175,1
53,3203,1178,1
54,2435,1191,1
55,2599,1213,1
56,3468,1216,1
57,3153,1216,1
58,2993,1219,1
59,2082,1266,1
60,2709,1272,1
61,2189,1280,1
62,1979,1316,1
63,3446,1320,1
64,3452,1340,1
65,2647,1359,1
66,2511,1369,1
67,2200,1369,1
68,2289,1455,1
69,3524,1465,1
70,3161,1484,1
71,2627,1502,1
72,1873,1511,1
73,2823,1533,1
74,2291,1553,1
75,3003,1584,1
76,2165,1587,1
77,2480,1632,1
78,2059,1637,1
79,3424,1641,1
80,3227,1643,1
81,1970,1644,1
82,2117,1649,1
83,2659,1650,1
84,1996,1671,1
85,2096,1715,1
86,2765,1735,1
87,2711,1736,1
88,3171,1775,1
89,3203,1786,1
90,2737,1813,1
91,3333,1830,1
92,2893,1831,1
93,2868,1831,1
94,3140,1950,1
95,2299,1956,1
96,2157,1961,1
97,3073,1969,1
98,2438,1987,1
99,2024,2003,1
100,3197,2003,1
101,2494,2007,1
102,2462,2027,1
103,3210,2043,1
104,3474,2072,1
105,2308,2074,1
106,2416,2076,1
107,2888,2100,1
108,3345,2105,1
109,2558,2132,1
110,2789,2135,1
111,2106,2136,1
112,1908,2148,1
113,2941,2198,1
114,1857,2221,1
115,1869,2256,1
116,2666,2285,1
117,3504,2291,1
118,2018,2295,1
119,3039,2304,1
120,2328,2308,1
121,2968,2326,1
122,1857,2328,1
123,1983,2378,1
124,2442,2400,1
125,1775,2409,1
126,3293,2463,1
127,3026,2474,1
128,3146,2476,1
129,1923,2479,1
130,2937,2486,1
131,2186,2488,1
132,2013,2528,1
133,2955,2539,1
134,2063,2545,1
135,2416,2545,1
136,2042,2561,1
137,2817,2562,1
138,1987,2569,1
139,3617,2618,1
140,2003,2633,1
141,2301,2644,1
142,2958,2732,1
143,2807,2779,1
144,2042,2783,1
145,2081,2828,1
146,2986,2839,1
147,2778,2858,1
148,1948,2872,1
149,2446,2888,1
150,3055,2894,1
151,2331,2913,1
152,2759,2914,1
153,2954,2935,1
154,1837,2969,1
155,2879,2978,1
156,2323,3007,1
157,3078,3031,1
158,1977,3038,1
159,1815,3093,1
160,3482,3114,1
161,2931,3180,1
162,2514,3203,1
163,3221,3235,1
164,2641,3255,1
165,2080,3289,1
166,3243,3295,1
167,2882,3313,1
168,3134,3326,1
169,2004,3336,1
170,3650,3405,1
171,2798,3454,1
172,1903,3502,1
