N,X,Y,Slice
1,1574,39,1
2,1074,166,1
3,1405,185,1
4,1590,324,1
5,1621,344,1
6,1710,354,1
7,848,355,1
8,1371,357,1
9,1549,380,1
10,1383,395,1
11,703,439,1
12,950,498,1
13,1710,497,1
14,1618,571,1
15,1780,587,1
16,425,629,1
17,1699,631,1
18,1273,640,1
19,181,683,1
20,986,686,1
21,804,691,1
22,650,699,1
23,1016,715,1
24,1104,733,1
25,1262,738,1
26,1080,764,1
27,1171,790,1
28,1402,793,1
29,1524,794,1
30,1231,932,1
31,1629,940,1
32,1848,951,1
33,601,984,1
34,257,987,1
35,1411,1000,1
36,736,1006,1
37,485,1073,1
38,721,1089,1
39,849,1117,1
40,1024,1136,1
41,360,1146,1
42,1396,1148,1
43,1771,1180,1
44,648,1215,1
45,1217,1226,1
46,1742,1237,1
47,295,1293,1
48,62,1296,1
49,1441,1300,1
50,121,1308,1
51,522,1307,1
52,921,1311,1
53,793,1315,1
54,212,1333,1
55,174,1337,1
56,671,1347,1
57,646,1437,1
58,1867,1444,1
59,1489,1458,1
60,1410,1461,1
61,1217,1479,1
62,1055,1504,1
63,587,1536,1
64,268,1536,1
65,1524,1570,1
66,1110,1592,1
67,251,1598,1
68,561,1615,1
69,1380,1619,1
70,1218,1635,1
71,1743,1644,1
72,969,1707,1
73,838,1713,1
74,1776,1716,1
75,1574,1725,1
76,1444,1735,1
77,335,1752,1
78,1982,1759,1
79,331,1779,1
80,1674,1822,1
81,407,1825,1
82,963,1838,1
83,661,1840,1
84,1501,1879,1
85,1153,1883,1
86,351,1898,1
87,597,1903,1
88,571,1912,1
89,2042,1940,1
90,595,1945,1
91,1897,1977,1
92,449,2019,1
93,564,2063,1
94,982,2097,1
95,819,2104,1
96,500,2107,1
97,1188,2119,1
98,1837,2126,1
99,972,2144,1
100,1751,2155,1
101,716,2168,1
102,876,2179,1
103,465,2193,1
104,2028,2199,1
105,1307,2205,1
106,1141,2235,1
107,613,2238,1
108,1618,2261,1
109,1817,2265,1
110,486,2269,1
111,1352,2282,1
112,1064,2314,1
113,1111,2327,1
114,1602,2342,1
115,1111,2367,1
116,238,2378,1
117,874,2381,1
118,953,2390,1
119,572,2422,1
120,1546,2424,1
121,1367,2423,1
122,1070,2429,1
123,641,2465,1
124,847,2480,1
125,462,2480,1
126,1307,2528,1
127,1615,2558,1
128,950,2607,1
129,1477,2654,1
130,886,2677,1
131,599,2688,1
132,1005,2723,1
133,421,2734,1
134,1014,2743,1
135,528,2768,1
136,2020,2800,1
137,739,2820,1
138,453,2841,1
139,2008,2845,1
140,573,2850,1
141,1130,2850,1
142,1718,2858,1
143,1418,2878,1
144,466,2886,1
145,1660,2897,1
146,1721,2951,1
147,1505,2954,1
148,2020,2976,1
149,998,2980,1
150,617,3006,1
151,1673,3027,1
152,1309,3032,1
153,778,3091,1
154,1611,3159,1
155,549,3195,1
156,1978,3197,1
157,511,3240,1
158,885,3260,1
159,1654,3259,1
160,1369,3299,1
161,241,3324,1
162,1275,3330,1
163,910,3383,1
164,1398,3387,1
165,580,3397,1
166,1504,3408,1
167,941,3424,1
168,1313,3433,1
169,687,3466,1
170,469,3487,1
171,1093,3524,1
172,1680,3567,1
173,1407,3569,1
174,850,3598,1
175,629,3613,1
176,717,3642,1
177,1513,3649,1
178,481,3673,1
179,1683,3682,1
180,852,3695,1
181,1506,3725,1
182,575,3765,1
183,1401,3786,1
184,1195,3829,1
185,632,3837,1
186,1673,3842,1
187,1061,3876,1
188,954,3883,1
189,1553,3922,1
190,870,3944,1
191,1086,4016,1
192,1090,4044,1
193,1470,4051,1
194,1201,4059,1
195,1622,4078,1
196,1356,4083,1
197,1567,4187,1
198,1357,4198,1
199,1561,4219,1
280,1838,119,3
281,1767,226,3
282,2125,256,3
283,2229,308,3
284,1767,315,3
285,2408,316,3
286,1933,424,3
287,2355,526,3
288,2489,525,3
289,2045,526,3
290,2666,527,3
291,2282,541,3
292,1868,540,3
293,1926,570,3
294,2658,591,3
295,2043,630,3
296,2408,650,3
297,2232,676,3
298,2511,705,3
299,2828,721,3
300,2637,775,3
301,2209,777,3
302,2352,790,3
303,2728,808,3
304,2825,822,3
305,2125,840,3
306,2181,866,3
307,2133,895,3
308,2118,969,3
309,2084,976,3
310,2338,1038,3
311,2896,1097,3
312,3270,1115,3
313,2470,1148,3
314,3085,1148,3
315,2184,1154,3
316,2264,1157,3
317,3341,1168,3
318,3060,1176,3
319,2689,1188,3
320,3101,1203,3
321,2200,1216,3
322,3048,1264,3
323,2061,1286,3
324,2502,1285,3
325,2041,1304,3
326,2946,1309,3
327,2623,1352,3
328,2314,1357,3
329,2918,1377,3
330,3301,1380,3
331,2793,1403,3
332,3133,1422,3
333,2137,1433,3
334,3382,1475,3
335,3031,1479,3
336,2956,1514,3
337,2109,1530,3
338,3567,1540,3
339,2803,1567,3
340,2328,1612,3
341,2673,1628,3
342,2184,1634,3
343,3275,1640,3
344,2684,1655,3
345,2052,1662,3
346,3630,1663,3
347,3085,1668,3
348,2825,1673,3
349,3503,1706,3
350,3056,1745,3
351,2444,1748,3
352,2504,1754,3
353,2743,1764,3
354,3674,1832,3
355,3225,1860,3
356,2902,1866,3
357,2839,1881,3
358,3230,1916,3
359,2077,1935,3
360,2763,1936,3
361,2320,1952,3
362,2389,1981,3
363,2602,2034,3
364,2918,2038,3
365,2650,2050,3
366,3495,2052,3
367,2535,2076,3
