N,X,Y,Slice
126,2586,3096,1
127,2610,3185,1
128,2375,3255,1
129,2858,3295,1
130,2084,3343,1
131,2548,3345,1
132,3277,3375,1
133,2571,3397,1
134,2249,3406,1
135,2970,3406,1
136,2720,3437,1
137,2139,3462,1
138,2576,3498,1
139,2090,3585,1
140,2481,3610,1
141,2409,3678,1
142,2256,3722,1
143,2623,3747,1
144,2568,3763,1
145,2444,3772,1
146,2325,3831,1
147,2805,3843,1
148,2757,3853,1
149,2635,3892,1
150,2712,3928,1
151,2408,3930,1
152,2643,3974,1
153,2514,3984,1
154,3308,3720,2
155,3391,3726,2
156,3128,3762,2
157,3288,3824,2
158,2869,3894,2
159,3210,3901,2
160,2956,3923,2
161,3170,4064,2
162,2554,4067,2
163,3352,4074,2
164,2529,4084,2
165,3079,4093,2
166,3045,4193,2
167,3255,4222,2
168,3299,4229,2
169,2489,4313,2
170,2425,4349,2
171,2151,4430,2
172,3081,4446,2
173,2022,4447,2
174,2369,4454,2
175,2308,4464,2
176,2181,4516,2
177,2447,4548,2
178,2039,4560,2
179,1826,4569,2
180,2316,4599,2
181,1556,4654,2
182,1649,4660,2
183,1750,4686,2
184,2801,4693,2
185,2606,4708,2
186,2598,4724,2
187,2038,4749,2
188,2382,4763,2
189,2578,4764,2
190,2533,4782,2
191,1834,4782,2
192,2624,4831,2
193,2260,4834,2
194,2657,4838,2
195,1738,4861,2
196,2717,4877,2
197,2480,4999,2
198,1958,5032,2
199,1829,5080,2
200,1750,66,3
201,1790,127,3
202,1305,262,3
203,1791,281,3
204,1298,323,3
205,1734,339,3
206,1361,349,3
207,1001,357,3
208,1750,362,3
209,1218,363,3
210,1745,409,3
211,1286,442,3
212,1188,448,3
213,1811,449,3
214,1131,450,3
215,1755,465,3
216,1719,473,3
217,1562,478,3
218,1392,571,3
219,1440,575,3
220,708,598,3
221,979,604,3
222,811,618,3
223,1324,627,3
224,1677,661,3
225,1409,667,3
226,1720,684,3
227,1705,745,3
228,1275,753,3
229,1282,779,3
230,861,831,3
231,1056,870,3
232,1473,900,3
233,1725,908,3
234,1082,924,3
235,1169,928,3
236,1019,964,3
237,799,991,3
238,907,1003,3
239,1236,1029,3
240,1114,1064,3
241,1713,1069,3
242,1498,1142,3
243,1627,1143,3
244,1506,1159,3
245,1377,1161,3
246,800,1168,3
247,1686,1214,3
248,1292,1243,3
249,425,1258,3
250,1129,1260,3
251,892,1268,3
252,1387,1277,3
253,267,1304,3
254,840,1346,3
255,912,1347,3
256,1596,1353,3
257,591,1365,3
258,1249,1366,3
259,161,1377,3
260,812,1380,3
261,902,1381,3
262,370,1385,3
263,774,1417,3
264,530,1454,3
265,255,1482,3
266,533,1498,3
267,1669,1499,3
268,974,1535,3
269,93,1556,3
270,1334,1562,3
271,1424,1579,3
272,1660,1581,3
273,1315,1631,3
274,1284,1651,3
275,434,1678,3
276,1482,1679,3
277,1442,1735,3
278,610,1738,3
279,770,1739,3
280,1105,1783,3
281,789,1788,3
282,264,1888,3
283,419,1935,3
284,531,2008,3
285,486,2017,3
286,551,2030,3
287,1065,2044,3
288,743,2066,3
289,1500,2075,3
290,989,2085,3
291,1536,2113,3
292,131,2115,3
293,526,2124,3
294,560,2189,3
295,1036,2192,3
296,457,2221,3
297,896,2223,3
298,377,2227,3
299,775,2277,3
300,112,2300,3
301,1488,2299,3
302,1177,2370,3
303,690,2392,3
304,498,2407,3
305,1007,2431,3
306,218,2452,3
307,1486,2475,3
308,363,2503,3
309,674,2509,3
310,159,2519,3
311,877,2546,3
312,1061,2575,3
313,1520,2610,3
314,801,2633,3
315,669,2642,3
316,1192,2687,3
317,807,2727,3
318,464,2820,3
319,1475,2848,3
320,1653,2846,3
321,802,2869,3
322,1044,2873,3
323,1650,2902,3
324,1045,2982,3
325,1174,2988,3
326,605,3002,3
327,726,3001,3
328,1761,3009,3
329,349,3017,3
330,1449,3065,3
331,918,3088,3
332,1479,3097,3
333,1032,3102,3
334,595,3126,3
335,725,3129,3
336,926,3253,3
337,1622,3258,3
338,1703,3347,3
339,535,3359,3
340,759,3368,3
341,1370,3407,3
342,1828,3438,3
343,908,3443,3
344,1167,3484,3
345,721,3535,3
346,841,3562,3
347,1114,3574,3
348,1152,3593,3
349,1136,3600,3
350,1930,3603,3
351,1579,3605,3
352,1599,3618,3
353,1341,3631,3
354,1217,3642,3
355,1368,3651,3
356,1102,3718,3
357,984,3833,3
358,1422,3846,3
359,835,3853,3
360,2040,3895,3
361,1357,3898,3
362,1188,4056,3
363,1283,4059,3
364,1865,4064,3
365,1952,4076,3
366,915,4084,3
367,1874,4097,3
368,975,4128,3
369,2157,4142,3
370,1012,4193,3
371,1777,4237,3
372,2091,4241,3
373,1593,4261,3
374,1335,4269,3
375,1961,4280,3
376,1061,4297,3
377,1415,4307,3
378,1660,4312,3
379,1217,4365,3
380,1369,4379,3
381,1932,4383,3
382,973,4413,3
383,1691,4473,3
384,1322,4477,3
385,1769,4480,3
386,1579,4506,3
