comp,bumber of nodes,global clustering coefficient,transitivity
1,43,0.568217054263566,0.5550660792951542
2,4,0.5833333333333334,0.6
3,3,0.0,0.0
4,2,0.0,0.0
5,5,0.5333333333333333,0.6
6,14,0.5452380952380953,0.5882352941176471
7,3,0.0,0.0
8,3,0.0,0.0
9,2,0.0,0.0
10,2,0.0,0.0
11,2,0.0,0.0
12,3,0.0,0.0
13,2,0.0,0.0
14,3,0.0,0.0
15,3,0.0,0.0
16,10,0.7566666666666666,0.675
17,2,0.0,0.0
18,4,0.5833333333333333,0.6
19,3,1.0,1.0
20,2,0.0,0.0
21,4,0.5833333333333334,0.6
22,4,0.0,0.0
23,3,0.0,0.0
24,3,1.0,1.0
25,7,0.4761904761904762,0.5
26,7,0.8095238095238094,0.6923076923076923
27,2,0.0,0.0
28,5,0.8666666666666666,0.7894736842105263
29,5,0.9,0.875
30,7,0.7142857142857143,0.6
31,21,0.4222222222222222,0.6
32,3,1.0,1.0
33,3,0.0,0.0
34,8,0.5375,0.45
35,2,0.0,0.0
36,4,0.5833333333333333,0.6
37,2,0.0,0.0
38,2,0.0,0.0
39,2,0.0,0.0
40,2,0.0,0.0
41,2,0.0,0.0
