cell,x,y,slice,radius
0,0,4903,0,0
1,2723,4831,3,139
2,3071,4712,3,148
3,2629,4690,3,149
4,2694,4631,3,137
5,3332,4582,3,143
6,2917,4556,3,150
7,2772,4555,3,145
8,3289,4353,3,143
9,3463,4225,3,149
10,3796,4152,3,133
11,3623,4136,3,149
12,2609,4107,3,130
13,3902,4065,3,141
14,3041,4050,3,133
15,3528,3972,3,125
16,3260,3948,3,147
17,2948,3948,3,146
18,3445,3912,3,131
19,3746,3907,3,150
20,4142,3807,3,141
21,3898,3808,3,140
22,3798,3791,3,135
23,2575,3794,3,138
24,3333,3782,3,142
25,3690,3686,3,149
26,3727,3646,3,137
27,2955,3643,3,131
28,3959,3593,3,144
29,3741,3580,3,132
30,4006,3565,3,144
31,2572,3541,3,144
32,2934,3532,3,134
33,3168,3457,3,142
34,2752,3448,3,136
35,2904,3251,3,133
36,3397,3249,3,134
37,3589,3220,3,142
38,3701,3188,3,139
39,3716,3162,3,129
40,2667,3128,3,129
41,4027,3119,3,143
42,2836,3057,3,127
43,4184,3050,3,129
44,2668,3026,3,127
45,3429,3010,3,138
46,2613,3006,3,138
47,4313,3002,3,126
48,2670,2988,3,138
49,3482,2987,3,130
50,3196,2959,3,150
51,3356,2934,3,148
52,4016,2903,3,135
53,3844,2854,3,125
54,4253,2844,3,148
55,3493,2793,3,146
56,3987,2784,3,143
57,2793,2748,3,139
58,3166,2744,3,126
59,3785,2668,3,143
60,3281,2637,3,149
61,3106,2621,3,126
62,2339,2606,3,144
63,2609,2589,3,137
64,2832,2525,3,148
65,2653,2499,3,149
66,2546,2462,3,146
67,3911,2453,3,129
68,3962,2332,3,133
69,2777,2269,3,140
70,2839,2122,3,139
71,3681,2100,3,137
72,3306,2078,3,127
73,2932,2056,3,127
74,3684,1859,3,130
75,2705,1847,3,136
76,1996,1835,3,127
77,2826,1816,3,133
78,2410,1691,3,150
79,3245,1681,3,143
80,2318,1673,3,139
81,2850,1650,3,143
82,3198,1645,3,128
83,2144,1647,3,137
84,2239,1578,3,130
85,2153,1568,3,125
86,2845,1555,3,136
87,2422,1494,3,139
88,1755,1464,3,143
89,3046,1364,3,134
90,1661,1335,3,133
91,2940,1267,3,137
92,2687,1205,3,135
93,1964,1202,3,148
94,1804,1197,3,150
95,1830,1109,3,139
96,1887,1103,3,150
97,2303,1077,3,125
98,2627,1074,3,150
99,2395,1037,3,134
100,2486,1018,3,139
101,1946,981,3,149
102,2365,931,3,132
103,2641,858,3,134
104,2120,779,3,146
105,2500,764,3,144
106,2312,534,3,135
107,2329,505,3,146
