comp,bumber of nodes,global clustering coefficient,transitivity
1,10,0.15,0.2
2,3,0.0,0.0
3,2,0.0,0.0
4,10,0.6414285714285713,0.6352941176470588
5,14,0.29761904761904756,0.375
6,20,0.5449999999999999,0.5384615384615384
7,27,0.6049382716049384,0.5901639344262295
8,2,0.0,0.0
9,3,1.0,1.0
10,11,0.3181818181818182,0.5217391304347826
11,16,0.6190476190476191,0.5905511811023622
12,4,0.5833333333333333,0.6
13,2,0.0,0.0
14,7,0.619047619047619,0.6
15,6,0.8444444444444444,0.7894736842105263
16,8,0.575,0.8333333333333334
17,26,0.6166666666666666,0.5502958579881657
18,5,0.4666666666666667,0.5
19,13,0.5051282051282051,0.5517241379310345
20,2,0.0,0.0
21,6,0.5,0.6666666666666666
22,2,0.0,0.0
23,20,0.5114285714285713,0.45614035087719296
24,9,0.0,0.0
25,4,0.0,0.0
26,18,0.4296296296296296,0.5735294117647058
27,5,0.0,0.0
28,10,0.7333333333333333,0.5
29,2,0.0,0.0
30,4,0.5833333333333333,0.6
31,3,1.0,1.0
32,2,0.0,0.0
33,3,1.0,1.0
34,6,0.5833333333333334,0.75
35,7,0.42857142857142855,0.42857142857142855
36,4,0.8333333333333333,0.75
37,3,0.0,0.0
38,2,0.0,0.0
39,7,0.4761904761904762,0.5
