N,X,Y,Slice
1,1125,132,1
2,1465,144,1
3,1847,138,1
4,1340,153,1
5,1872,161,1
6,938,178,1
7,1353,180,1
8,821,194,1
9,1319,222,1
10,909,226,1
11,2055,305,1
12,585,312,1
13,1825,321,1
14,1674,336,1
15,1694,348,1
16,1293,353,1
17,1190,357,1
18,1342,359,1
19,1133,385,1
20,1653,409,1
21,822,451,1
22,1499,477,1
23,1068,485,1
24,579,504,1
25,703,515,1
26,1782,512,1
27,1857,525,1
28,506,565,1
29,856,612,1
30,1826,617,1
31,480,636,1
32,1357,646,1
33,951,654,1
34,915,729,1
35,505,735,1
36,1767,764,1
37,1123,774,1
38,358,795,1
39,1205,827,1
40,1002,835,1
41,1751,852,1
42,400,891,1
43,1619,890,1
44,2244,925,1
45,967,933,1
46,1489,957,1
47,2016,960,1
48,505,986,1
49,1201,989,1
50,2147,1017,1
51,1880,1036,1
52,1236,1040,1
53,1841,1046,1
54,1931,1059,1
55,1566,1064,1
56,2133,1083,1
57,1959,1099,1
58,1828,1172,1
59,469,1179,1
60,2200,1189,1
61,1732,1192,1
62,2171,1234,1
63,281,1244,1
64,872,1284,1
65,1251,1287,1
66,2073,1299,1
67,576,1304,1
68,1708,1351,1
69,1021,1406,1
70,2139,1438,1
71,1488,1439,1
72,657,1471,1
73,641,1496,1
74,2003,1506,1
75,792,1516,1
76,1818,1524,1
77,2006,1522,1
78,806,1556,1
79,2272,1582,1
80,1728,1594,1
81,502,1602,1
82,861,1632,1
83,1784,1647,1
84,1506,1673,1
85,1712,1688,1
86,2004,1731,1
87,508,1743,1
88,2225,1768,1
89,2115,1779,1
90,1156,1791,1
91,472,1796,1
92,1204,1799,1
93,356,1809,1
94,940,1800,1
95,1627,1853,1
96,2317,1885,1
97,1428,1904,1
98,1477,1927,1
99,1797,1962,1
100,1076,1976,1
101,239,1991,1
102,1074,2020,1
103,2167,2033,1
104,2003,2043,1
105,1901,2068,1
106,280,2109,1
107,2181,2106,1
108,1570,2107,1
109,861,2137,1
110,715,2149,1
111,642,2157,1
112,830,2204,1
113,423,2216,1
114,1739,2225,1
115,1052,2240,1
116,2135,2262,1
117,1846,2307,1
118,2031,2313,1
119,907,2311,1
120,1091,2371,1
121,595,2395,1
122,1823,2412,1
123,1660,2431,1
124,598,2449,1
125,1613,2448,1
126,535,2456,1
127,466,2471,1
128,969,2483,1
129,2059,2501,1
130,874,2505,1
131,868,2532,1
132,1585,2603,1
133,697,2604,1
134,468,2612,1
135,1319,2624,1
136,1983,2632,1
137,1256,2660,1
138,1937,2761,1
139,245,2802,1
140,1387,2834,1
