N,X,Y,Slice
1,2987,38,1
2,2566,51,1
3,3073,53,1
4,2749,59,1
5,2891,96,1
6,2399,103,1
7,2623,103,1
8,2941,120,1
9,3255,120,1
10,3380,134,1
11,3443,167,1
12,3313,191,1
13,2947,205,1
14,3284,206,1
15,2154,214,1
16,2423,210,1
17,3065,231,1
18,2918,241,1
19,2644,254,1
20,2883,311,1
21,3336,313,1
22,2709,331,1
23,2654,334,1
24,2030,359,1
25,2209,366,1
26,2789,379,1
27,3291,400,1
28,3529,431,1
29,2685,437,1
30,3364,489,1
31,3455,528,1
32,3118,565,1
33,2372,575,1
34,1986,575,1
35,2340,590,1
36,2701,609,1
37,2814,641,1
38,2699,721,1
39,2314,738,1
40,3781,762,1
41,2281,791,1
42,3596,800,1
43,2506,831,1
44,2363,854,1
45,2049,874,1
46,3120,885,1
47,3740,887,1
48,3420,904,1
49,3574,919,1
50,3513,924,1
51,3025,927,1
52,2711,941,1
53,3023,958,1
54,3811,964,1
55,2119,969,1
56,2009,982,1
57,2410,1020,1
58,2643,1040,1
59,2987,1044,1
60,2738,1044,1
61,3332,1113,1
62,3528,1112,1
63,4053,1118,1
64,3747,1120,1
65,2385,1125,1
66,3814,1147,1
67,3019,1173,1
68,2849,1177,1
69,2589,1191,1
70,2756,1215,1
71,2577,1218,1
72,2584,1249,1
73,3091,1256,1
74,1954,1295,1
75,3001,1295,1
76,2851,1313,1
77,3503,1315,1
78,3167,1384,1
79,2471,1389,1
80,2654,1413,1
81,2896,1431,1
82,3429,1448,1
83,3847,1467,1
84,3931,1489,1
85,2743,1488,1
86,2933,1496,1
87,2289,1504,1
88,3288,1531,1
89,3175,1606,1
90,2986,1638,1
91,3522,1679,1
92,3482,1722,1
93,2121,1742,1
94,2206,1749,1
95,2550,1756,1
96,3836,1770,1
97,2708,1777,1
98,2398,1818,1
99,3675,1846,1
100,3909,1864,1
101,2511,1881,1
102,2852,1928,1
103,3714,1943,1
104,2174,1949,1
105,2489,1954,1
106,3252,1959,1
107,3320,1973,1
108,3390,1991,1
109,3117,1992,1
110,3435,2029,1
111,2066,2043,1
112,3595,2057,1
113,2602,2079,1
114,2660,2073,1
115,2875,2077,1
116,3441,2087,1
117,2903,2100,1
118,3675,2133,1
119,2683,2149,1
120,3468,2186,1
121,2758,2186,1
122,2115,2198,1
123,2727,2201,1
124,2611,2218,1
125,3598,2223,1
