N,X,Y,Slice
1,2877,72,1
2,2657,74,1
3,2299,81,1
4,2156,136,1
5,2092,145,1
6,2424,158,1
7,2464,177,1
8,3069,178,1
9,2317,177,1
10,3187,189,1
11,2511,206,1
12,2248,209,1
13,2421,219,1
14,3386,230,1
15,2814,233,1
16,3194,238,1
17,1956,245,1
18,2752,255,1
19,3337,266,1
20,2242,290,1
21,2064,311,1
22,3582,384,1
23,2394,398,1
24,2314,404,1
25,2201,451,1
26,1965,451,1
27,3226,451,1
28,1838,463,1
29,2013,494,1
30,3368,539,1
31,2195,554,1
32,2614,555,1
33,1883,604,1
34,1936,601,1
35,3165,640,1
36,1916,670,1
37,3058,673,1
38,2208,677,1
39,2944,682,1
40,1835,685,1
41,2569,699,1
42,1875,745,1
43,3175,751,1
44,2161,758,1
45,3280,782,1
46,1936,786,1
47,2586,795,1
48,3678,799,1
49,3140,804,1
50,1820,811,1
51,2208,826,1
52,2260,840,1
53,2624,847,1
54,3205,856,1
55,2825,871,1
56,2474,882,1
57,2521,892,1
58,2068,905,1
59,3267,907,1
60,2770,905,1
61,2634,911,1
62,2732,927,1
63,3616,955,1
64,2020,957,1
65,2563,960,1
66,2255,975,1
67,2035,999,1
68,2451,1000,1
69,2724,1009,1
70,3476,1043,1
71,2272,1090,1
72,3251,1098,1
73,3305,1116,1
74,3914,1116,1
75,2672,1125,1
76,3702,1133,1
77,3328,1138,1
78,3473,1152,1
79,2914,1184,1
80,2332,1188,1
81,3389,1195,1
82,2423,1199,1
83,3264,1203,1
84,2749,1227,1
85,2491,1253,1
86,3362,1252,1
87,1918,1265,1
88,3698,1269,1
89,3124,1271,1
90,2902,1278,1
91,2390,1295,1
92,1963,1335,1
93,2738,1335,1
94,2153,1359,1
95,2924,1365,1
96,2476,1375,1
97,2124,1393,1
98,2268,1393,1
99,2666,1434,1
100,3271,1439,1
101,3720,1437,1
102,3065,1445,1
103,3587,1462,1
104,2856,1469,1
105,3373,1484,1
106,1859,1514,1
107,2092,1533,1
108,3042,1531,1
109,2731,1534,1
110,2559,1546,1
111,2414,1549,1
112,2250,1557,1
113,3490,1558,1
114,3185,1572,1
115,3455,1575,1
116,2400,1583,1
117,2608,1637,1
118,3737,1642,1
119,1987,1681,1
120,3717,1691,1
121,3340,1697,1
122,3392,1701,1
123,2020,1726,1
124,2380,1730,1
125,2813,1739,1
126,3009,1753,1
127,2151,1755,1
128,2004,1782,1
129,1855,1782,1
130,3674,1782,1
131,3283,1785,1
132,3490,1790,1
133,3903,1792,1
134,2517,1797,1
135,3050,1801,1
136,2567,1820,1
137,2325,1840,1
138,2386,1846,1
139,1883,1854,1
140,3194,1855,1
141,3279,1859,1
142,3132,1870,1
143,2356,1898,1
144,2214,1932,1
145,1849,1939,1
146,3912,1958,1
147,2184,1981,1
148,3087,1997,1
149,3966,2023,1
150,3044,2046,1
151,1927,2071,1
152,3586,2077,1
153,3904,2086,1
154,1907,2108,1
155,2796,2122,1
156,2873,2126,1
157,2947,2131,1
158,3005,2140,1
159,2174,2189,1
160,2547,2196,1
161,3207,2224,1
162,3208,2250,1
163,2832,2265,1
164,3663,2273,1
165,2490,2269,1
166,4000,2292,1
167,2481,2338,1
168,3151,2333,1
169,3571,2347,1
170,3647,2371,1
171,3348,2394,1
172,3012,2419,1
173,2062,2430,1
174,2259,2444,1
175,3243,2461,1
176,2904,2480,1
177,2828,2513,1
178,2617,2559,1
179,2014,2588,1
180,3074,2605,1
181,3409,2605,1
182,2189,2633,1
183,2877,2659,1
184,2923,2685,1
185,2563,2721,1
186,3003,2720,1
187,2110,2740,1
188,3110,2740,1
189,2749,2748,1
190,2130,2757,1
191,4037,2822,1
192,2968,2822,1
193,3573,2840,1
194,3387,2866,1
195,3348,2870,1
196,2004,2879,1
197,2787,2914,1
198,2701,3023,1
199,3108,3032,1
200,3234,3039,1
201,2464,3045,1
202,3802,3078,1
203,2788,3079,1
204,3239,3115,1
205,2370,3119,1
206,2894,3130,1
207,2855,3166,1
208,2085,3181,1
209,3544,3170,1
