N,X,Y,Slice
1,2290,33,1
2,2285,51,1
3,2264,122,1
4,2169,177,1
5,2515,182,1
6,2424,213,1
7,2176,234,1
8,2383,325,1
9,2187,337,1
10,2260,357,1
11,2532,358,1
12,1947,374,1
13,1694,400,1
14,1859,458,1
15,2490,479,1
16,2170,512,1
17,2402,539,1
18,1604,545,1
19,2314,558,1
20,1639,586,1
21,2003,597,1
22,1745,611,1
23,2398,616,1
24,1690,656,1
25,2514,663,1
26,1410,699,1
27,2073,730,1
28,2040,756,1
29,1878,784,1
30,1362,802,1
31,2064,822,1
32,1712,846,1
33,2361,873,1
34,2406,878,1
35,1851,878,1
36,934,884,1
37,2294,895,1
38,1111,944,1
39,2151,944,1
40,2397,947,1
41,2211,950,1
42,999,976,1
43,1374,982,1
44,2453,986,1
45,1606,1002,1
46,2005,1005,1
47,2392,1019,1
48,2128,1042,1
49,1364,1045,1
50,1767,1055,1
51,1722,1096,1
52,2436,1114,1
53,1752,1150,1
54,2434,1195,1
55,1076,1213,1
56,2394,1246,1
57,730,1272,1
58,2006,1276,1
59,1727,1284,1
60,1623,1330,1
61,2296,1334,1
62,2319,1339,1
63,1611,1353,1
64,2482,1365,1
65,959,1369,1
66,2335,1389,1
67,864,1404,1
68,1787,1410,1
69,1939,1424,1
70,1231,1430,1
71,2005,1440,1
72,1261,1479,1
73,1876,1489,1
74,1428,1502,1
75,2364,1584,1
76,1573,1585,1
77,2345,1616,1
78,1354,1657,1
79,1505,1659,1
80,1092,1663,1
81,2169,1672,1
82,2158,1695,1
83,2288,1702,1
84,1529,1766,1
85,1987,1770,1
86,1800,1778,1
87,826,1784,1
88,619,1789,1
89,1562,1795,1
90,1211,1804,1
91,1617,1806,1
92,1820,1809,1
93,1972,1820,1
94,1653,1887,1
95,2311,1903,1
96,1607,1932,1
97,1076,1935,1
98,920,1940,1
99,2279,1950,1
100,1513,1950,1
101,2045,2003,1
102,1359,2030,1
103,712,2053,1
104,603,2058,1
105,2083,2064,1
106,1655,2075,1
107,1106,2083,1
108,1602,2141,1
109,2290,2145,1
110,1737,2177,1
111,951,2181,1
112,1554,2185,1
113,1865,2208,1
114,1730,2210,1
115,1490,2278,1
116,975,2282,1
117,2238,2289,1
118,2187,2297,1
119,1993,2369,1
120,1573,2377,1
121,1612,2388,1
122,1461,2390,1
123,1792,2405,1
124,1698,2527,1
125,2027,2558,1
126,1672,2561,1
127,1286,2587,1
128,2102,2597,1
129,1669,2604,1
130,1921,2636,1
131,988,2638,1
132,2045,2733,1
133,2014,2779,1
134,1902,2828,1
135,833,2930,1
136,895,3078,1
137,1902,3085,1
138,1494,3114,1
139,1683,3207,1
140,1794,3292,1
141,1160,3484,1
142,1631,3596,1
143,527,3506,2
144,466,3560,2
145,201,3701,2
146,1069,3755,2
147,695,3768,2
148,195,3795,2
149,790,3811,2
150,530,3845,2
151,491,3861,2
152,707,3879,2
153,443,3943,2
154,666,3959,2
155,932,3974,2
156,462,3990,2
157,502,3992,2
158,624,4038,2
159,1196,4046,2
160,668,4068,2
161,236,4072,2
162,233,4099,2
163,687,4113,2
164,984,4122,2
165,570,4128,2
166,491,4142,2
167,926,4167,2
168,1460,4172,2
169,1074,4180,2
170,804,4194,2
171,1534,4218,2
172,1167,4258,2
173,421,4266,2
174,1643,4296,2
175,638,4312,2
176,174,4317,2
177,79,4321,2
178,1047,4337,2
179,980,4358,2
180,261,4357,2
181,481,4387,2
182,1351,4394,2
183,1081,4395,2
184,316,4412,2
185,108,4430,2
186,248,4450,2
187,912,4463,2
188,1226,4467,2
189,495,4491,2
190,248,4492,2
191,287,4527,2
192,1068,4546,2
193,980,4558,2
194,444,4562,2
195,756,4569,2
196,383,4602,2
197,1824,4628,2
198,538,4634,2
199,1265,4649,2
200,339,4657,2
201,630,4674,2
202,806,4691,2
203,1892,4696,2
204,281,4696,2
205,1342,4719,2
206,253,4743,2
207,275,4762,2
208,1338,4768,2
209,400,4771,2
210,276,4777,2
211,1190,4783,2
212,981,4790,2
213,1311,4791,2
214,676,4805,2
215,497,4817,2
216,353,4845,2
217,1216,4863,2
218,843,4879,2
219,442,4880,2
220,546,4913,2
221,1241,4923,2
222,792,4928,2
223,1088,4959,2
224,1187,4964,2
225,462,4970,2
226,484,4985,2
227,1261,5045,2
228,619,5105,2
229,894,5116,2
230,1011,5137,2
231,730,5151,2
232,930,5192,2
233,1349,5200,2
234,951,5213,2
235,848,5268,2
236,1366,5293,2
237,1290,5374,2
238,2622,92,3
239,2578,145,3
240,2802,169,3
241,2887,190,3
242,2967,309,3
243,2723,312,3
244,3136,363,3
245,3334,398,3
246,2602,416,3
247,3246,416,3
248,3197,424,3
249,2611,438,3
250,3000,529,3
251,3468,531,3
252,3422,538,3
253,2881,552,3
254,3190,560,3
255,2862,600,3
256,3143,627,3
257,3075,663,3
258,3797,689,3
259,3619,827,3
260,3469,832,3
261,3290,860,3
262,2960,883,3
263,2595,895,3
264,3775,913,3
265,3439,926,3
266,2802,948,3
267,3976,953,3
268,3123,974,3
269,3037,976,3
270,3411,992,3
271,3676,1013,3
272,2738,1015,3
273,2927,1024,3
274,2880,1046,3
275,3141,1050,3
276,2640,1067,3
277,3188,1070,3
278,4004,1071,3
279,3372,1103,3
280,2980,1120,3
281,3817,1122,3
282,2561,1130,3
283,3021,1156,3
284,3739,1164,3
285,3916,1163,3
286,3048,1180,3
287,2814,1191,3
288,3816,1206,3
289,3642,1239,3
290,4094,1253,3
291,3324,1283,3
292,3001,1286,3
293,3270,1305,3
294,3077,1304,3
295,2602,1320,3
296,3988,1325,3
297,3799,1324,3
298,3818,1328,3
299,3672,1369,3
300,4028,1386,3
301,3730,1414,3
302,2755,1423,3
303,3507,1432,3
304,3802,1430,3
305,2656,1437,3
306,3092,1438,3
307,3882,1453,3
308,3424,1464,3
309,3242,1473,3
310,4072,1502,3
311,3443,1524,3
312,2533,1534,3
313,3244,1559,3
314,2750,1578,3
315,3016,1582,3
316,2666,1609,3
317,3310,1619,3
318,3640,1641,3
319,3992,1717,3
320,4055,1717,3
321,2449,1737,3
322,3940,1755,3
323,2886,1764,3
324,3927,1786,3
325,3324,1788,3
326,3755,1801,3
327,2559,1825,3
328,4032,1892,3
329,2421,1908,3
330,4188,1927,3
331,3182,1940,3
332,3162,1966,3
333,2689,2065,3
334,3745,2058,3
335,2888,2070,3
336,2986,2136,3
337,2433,2162,3
338,2358,2164,3
339,2634,2198,3
340,4079,2209,3
341,3524,2217,3
342,3312,2233,3
343,3480,2239,3
344,2344,2256,3
345,2449,2275,3
346,3925,2286,3
347,2602,2284,3
348,3905,2309,3
349,3309,2315,3
