comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,5,0.4666666666666666,0.5
3,3,1.0,1.0
4,2,0.0,0.0
5,2,0.0,0.0
6,4,0.5833333333333334,0.6
7,2,0.0,0.0
8,5,0.3333333333333333,0.42857142857142855
9,4,1.0,1.0
10,4,0.0,0.0
11,4,0.0,0.0
12,7,0.3333333333333333,0.42857142857142855
13,3,0.0,0.0
14,3,0.0,0.0
15,3,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,2,0.0,0.0
21,3,0.0,0.0
22,2,0.0,0.0
23,3,0.0,0.0
24,2,0.0,0.0
25,2,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
