comp,bumber of nodes,global clustering coefficient,transitivity
1,5,0.8666666666666668,0.6
2,11,0.5212121212121212,0.6101694915254238
3,5,0.0,0.0
4,2,0.0,0.0
5,5,0.4666666666666667,0.5
6,2,0.0,0.0
7,8,0.37499999999999994,0.4
8,5,0.0,0.0
9,6,0.4444444444444444,0.5454545454545454
10,3,0.0,0.0
11,2,0.0,0.0
12,2,0.0,0.0
13,2,0.0,0.0
14,2,0.0,0.0
15,2,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,5,0.4666666666666666,0.5
21,2,0.0,0.0
22,4,0.0,0.0
23,3,1.0,1.0
24,3,0.0,0.0
25,3,1.0,1.0
26,2,0.0,0.0
27,2,0.0,0.0
28,3,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
31,2,0.0,0.0
32,2,0.0,0.0
33,2,0.0,0.0
34,4,0.8333333333333333,0.75
35,3,1.0,1.0
36,2,0.0,0.0
37,2,0.0,0.0
38,3,1.0,1.0
39,2,0.0,0.0
40,3,1.0,1.0
41,2,0.0,0.0
42,4,0.8333333333333333,0.75
43,3,0.0,0.0
44,2,0.0,0.0
45,7,0.0,0.0
46,3,1.0,1.0
47,2,0.0,0.0
48,2,0.0,0.0
49,8,0.5416666666666666,0.5294117647058824
50,2,0.0,0.0
51,2,0.0,0.0
52,3,0.0,0.0
53,2,0.0,0.0
54,3,0.0,0.0
55,5,0.6,0.5454545454545454
56,2,0.0,0.0
