comp,bumber of nodes,global clustering coefficient,transitivity
1,276,0.579274368948282,0.593376264949402
2,10,0.6833333333333333,0.6
3,5,0.3333333333333333,0.42857142857142855
4,3,0.0,0.0
5,11,0.7636363636363637,0.84375
