comp,bumber of nodes,global clustering coefficient,transitivity
1,10,0.5623809523809523,0.5925925925925926
2,5,0.0,0.0
3,4,0.0,0.0
4,3,1.0,1.0
5,5,0.7666666666666666,0.6428571428571429
6,6,0.8055555555555555,0.6666666666666666
7,3,0.0,0.0
8,6,0.3888888888888889,0.42857142857142855
9,2,0.0,0.0
10,2,0.0,0.0
11,2,0.0,0.0
12,3,0.0,0.0
13,6,1.0,1.0
14,5,1.0,1.0
15,3,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,4,0.5833333333333333,0.6
20,3,1.0,1.0
21,3,0.0,0.0
22,4,0.0,0.0
23,3,0.0,0.0
24,2,0.0,0.0
25,2,0.0,0.0
26,2,0.0,0.0
27,3,1.0,1.0
28,3,1.0,1.0
29,2,0.0,0.0
30,3,1.0,1.0
31,2,0.0,0.0
32,2,0.0,0.0
33,3,0.0,0.0
34,3,0.0,0.0
35,6,0.9,0.7142857142857143
36,2,0.0,0.0
37,2,0.0,0.0
