comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,2,0.0,0.0
3,2,0.0,0.0
4,7,0.0,0.0
5,3,0.0,0.0
6,2,0.0,0.0
7,4,0.8333333333333333,0.75
8,2,0.0,0.0
9,2,0.0,0.0
10,4,0.0,0.0
11,2,0.0,0.0
12,3,0.0,0.0
13,3,0.0,0.0
14,5,0.4666666666666666,0.5
15,2,0.0,0.0
16,2,0.0,0.0
17,6,0.0,0.0
18,3,0.0,0.0
19,2,0.0,0.0
20,3,0.0,0.0
21,2,0.0,0.0
22,5,0.8666666666666666,0.7894736842105263
23,4,0.5833333333333334,0.6
24,3,0.0,0.0
25,8,0.6041666666666666,0.6
26,2,0.0,0.0
27,3,0.0,0.0
28,3,0.0,0.0
29,3,0.0,0.0
30,2,0.0,0.0
31,3,1.0,1.0
32,2,0.0,0.0
33,9,0.2777777777777778,0.2608695652173913
34,2,0.0,0.0
35,2,0.0,0.0
36,2,0.0,0.0
37,2,0.0,0.0
38,3,1.0,1.0
39,3,1.0,1.0
40,3,0.0,0.0
41,2,0.0,0.0
42,2,0.0,0.0
43,4,0.5833333333333334,0.6
