comp,bumber of nodes,global clustering coefficient,transitivity
1,46,0.6586878097747664,0.7751004016064257
2,2,0.0,0.0
3,7,0.5714285714285714,0.5294117647058824
4,2,0.0,0.0
5,14,0.6928571428571428,0.6
6,25,0.4333333333333333,0.46875
7,4,0.5833333333333333,0.6
8,3,0.0,0.0
9,2,0.0,0.0
10,4,0.0,0.0
11,2,0.0,0.0
12,3,1.0,1.0
13,55,0.5802741702741703,0.5809248554913294
14,8,0.20833333333333331,0.3157894736842105
15,3,0.0,0.0
16,2,0.0,0.0
17,6,0.4444444444444444,0.5454545454545454
18,3,1.0,1.0
19,10,0.7333333333333334,0.65
20,5,0.0,0.0
21,3,0.0,0.0
22,9,0.6481481481481481,0.6857142857142857
23,2,0.0,0.0
24,2,0.0,0.0
25,3,0.0,0.0
26,4,1.0,1.0
