comp,bumber of nodes,global clustering coefficient,transitivity
1,25,0.4693333333333334,0.5
2,2,0.0,0.0
3,5,0.7,0.8
4,59,0.44463276836158194,0.49693251533742333
5,2,0.0,0.0
6,3,0.0,0.0
7,2,0.0,0.0
8,12,0.6666666666666666,0.5294117647058824
9,2,0.0,0.0
10,26,0.5076923076923077,0.5309734513274337
11,10,0.6633333333333333,0.48
12,4,0.5833333333333333,0.6
13,3,0.0,0.0
14,2,0.0,0.0
15,2,0.0,0.0
16,30,0.45365079365079364,0.5377358490566038
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,16,0.32291666666666663,0.375
21,2,0.0,0.0
22,2,0.0,0.0
23,61,0.46755139214155605,0.5822550831792976
24,2,0.0,0.0
25,14,0.45476190476190476,0.4918032786885246
26,2,0.0,0.0
27,10,0.78,0.6847826086956522
28,7,0.6095238095238095,0.7058823529411765
29,3,0.0,0.0
30,12,0.5277777777777778,0.46875
31,6,0.16666666666666666,0.3333333333333333
32,19,0.3902255639097745,0.5348837209302325
33,6,0.611111111111111,0.7142857142857143
34,2,0.0,0.0
35,2,0.0,0.0
36,10,0.7233333333333333,0.5581395348837209
37,2,0.0,0.0
38,3,0.0,0.0
39,3,1.0,1.0
40,2,0.0,0.0
41,3,1.0,1.0
42,7,0.23809523809523808,0.3333333333333333
43,2,0.0,0.0
44,4,0.0,0.0
45,2,0.0,0.0
46,6,0.4444444444444444,0.5454545454545454
