comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,2,0.0,0.0
3,4,0.5833333333333333,0.6
4,4,0.5833333333333333,0.6
5,3,1.0,1.0
6,10,0.52,0.4897959183673469
7,3,1.0,1.0
8,2,0.0,0.0
9,7,0.7857142857142857,0.7222222222222222
10,5,0.5333333333333333,0.6
11,2,0.0,0.0
12,4,0.0,0.0
13,3,0.0,0.0
14,3,1.0,1.0
15,4,1.0,1.0
16,6,0.7777777777777777,0.6
17,5,0.4666666666666667,0.5
18,3,1.0,1.0
19,2,0.0,0.0
20,4,0.0,0.0
21,4,0.8333333333333333,0.75
22,3,1.0,1.0
23,2,0.0,0.0
24,2,0.0,0.0
25,5,0.3333333333333333,0.42857142857142855
26,2,0.0,0.0
27,6,0.38888888888888884,0.42857142857142855
28,2,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
31,2,0.0,0.0
32,2,0.0,0.0
33,5,0.4666666666666666,0.5
34,8,0.47916666666666663,0.5
35,6,0.38888888888888884,0.42857142857142855
36,4,0.5833333333333333,0.6
37,2,0.0,0.0
38,2,0.0,0.0
39,2,0.0,0.0
40,2,0.0,0.0
41,3,0.0,0.0
42,3,0.0,0.0
43,3,1.0,1.0
44,2,0.0,0.0
45,5,0.7,0.8
46,2,0.0,0.0
47,8,0.5791666666666666,0.5
48,2,0.0,0.0
49,4,0.5833333333333333,0.6
50,3,1.0,1.0
51,4,0.5833333333333333,0.6
52,2,0.0,0.0
53,4,0.0,0.0
54,5,0.4666666666666666,0.5
55,4,0.8333333333333333,0.75
56,2,0.0,0.0
57,4,0.0,0.0
58,2,0.0,0.0
59,2,0.0,0.0
60,2,0.0,0.0
61,2,0.0,0.0
62,2,0.0,0.0
63,4,1.0,1.0
64,2,0.0,0.0
65,4,0.0,0.0
66,2,0.0,0.0
67,7,0.0,0.0
68,2,0.0,0.0
69,4,0.8333333333333333,0.75
70,3,1.0,1.0
71,5,0.0,0.0
72,3,0.0,0.0
73,3,1.0,1.0
74,3,0.0,0.0
75,2,0.0,0.0
76,2,0.0,0.0
77,5,0.3333333333333333,0.42857142857142855
78,4,0.5833333333333333,0.6
79,4,0.5833333333333333,0.6
80,2,0.0,0.0
81,5,0.0,0.0
82,2,0.0,0.0
83,2,0.0,0.0
84,3,0.0,0.0
85,2,0.0,0.0
86,2,0.0,0.0
87,2,0.0,0.0
88,2,0.0,0.0
89,2,0.0,0.0
90,2,0.0,0.0
91,3,0.0,0.0
92,3,0.0,0.0
93,2,0.0,0.0
94,2,0.0,0.0
95,2,0.0,0.0
96,2,0.0,0.0
97,2,0.0,0.0
98,2,0.0,0.0
99,2,0.0,0.0
100,2,0.0,0.0
101,2,0.0,0.0
102,2,0.0,0.0
103,2,0.0,0.0
104,3,1.0,1.0
105,2,0.0,0.0
106,2,0.0,0.0
107,3,0.0,0.0
108,2,0.0,0.0
