comp,bumber of nodes,global clustering coefficient,transitivity
1,4,0.5833333333333334,0.6
2,24,0.461111111111111,0.5833333333333334
3,2,0.0,0.0
4,13,0.6923076923076923,0.6
5,5,0.0,0.0
6,9,0.0,0.0
7,2,0.0,0.0
8,6,0.4444444444444444,0.5454545454545454
9,5,0.5333333333333333,0.6
10,2,0.0,0.0
11,10,0.2,0.35294117647058826
12,4,0.5833333333333333,0.6
13,3,1.0,1.0
14,3,1.0,1.0
15,6,0.5277777777777778,0.5625
16,3,0.0,0.0
17,7,0.5238095238095238,0.5357142857142857
18,2,0.0,0.0
19,33,0.38484848484848483,0.4825174825174825
20,3,1.0,1.0
21,4,0.5833333333333333,0.6
22,7,0.2619047619047619,0.4
23,3,1.0,1.0
24,2,0.0,0.0
25,5,0.5333333333333333,0.6
26,8,0.5708333333333333,0.5806451612903226
27,16,0.6333333333333333,0.5666666666666667
