comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,8,0.125,0.2727272727272727
3,2,0.0,0.0
4,13,0.5435897435897435,0.5844155844155844
5,9,0.35185185185185186,0.5769230769230769
6,3,0.0,0.0
7,3,1.0,1.0
8,2,0.0,0.0
9,7,0.4523809523809524,0.625
10,3,0.0,0.0
11,3,1.0,1.0
12,2,0.0,0.0
13,3,0.0,0.0
14,5,0.4666666666666667,0.5
15,2,0.0,0.0
16,3,1.0,1.0
17,4,0.5833333333333333,0.6
18,2,0.0,0.0
19,4,0.5833333333333333,0.6
20,2,0.0,0.0
21,4,0.8333333333333333,0.75
22,2,0.0,0.0
