comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,4,0.0,0.0
3,13,0.4153846153846154,0.43902439024390244
4,5,0.0,0.0
5,3,0.0,0.0
6,2,0.0,0.0
7,3,0.0,0.0
8,2,0.0,0.0
9,3,1.0,1.0
10,3,0.0,0.0
11,2,0.0,0.0
12,2,0.0,0.0
13,2,0.0,0.0
14,2,0.0,0.0
15,3,1.0,1.0
16,3,0.0,0.0
17,6,0.0,0.0
18,8,0.20833333333333331,0.3
19,2,0.0,0.0
20,5,0.7,0.8
21,2,0.0,0.0
22,5,0.4666666666666666,0.5
23,2,0.0,0.0
24,3,1.0,1.0
25,2,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
28,5,0.4666666666666666,0.5
29,5,0.5333333333333333,0.6
30,4,0.0,0.0
31,2,0.0,0.0
32,3,1.0,1.0
33,3,1.0,1.0
34,7,0.42857142857142855,0.631578947368421
35,4,0.0,0.0
36,2,0.0,0.0
37,2,0.0,0.0
38,3,1.0,1.0
39,2,0.0,0.0
40,3,1.0,1.0
41,3,0.0,0.0
42,2,0.0,0.0
43,2,0.0,0.0
44,2,0.0,0.0
45,3,0.0,0.0
46,2,0.0,0.0
47,3,1.0,1.0
48,2,0.0,0.0
