comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,7,0.5714285714285714,0.5
3,4,1.0,1.0
4,3,1.0,1.0
5,3,0.0,0.0
6,2,0.0,0.0
7,2,0.0,0.0
8,8,0.0,0.0
9,2,0.0,0.0
10,3,0.0,0.0
11,4,1.0,1.0
12,5,0.3333333333333333,0.42857142857142855
13,2,0.0,0.0
14,4,0.0,0.0
15,7,0.38095238095238093,0.5
16,2,0.0,0.0
17,3,1.0,1.0
18,3,0.0,0.0
19,3,1.0,1.0
20,6,0.4444444444444444,0.5454545454545454
21,2,0.0,0.0
22,2,0.0,0.0
23,2,0.0,0.0
24,2,0.0,0.0
25,3,1.0,1.0
26,2,0.0,0.0
27,3,1.0,1.0
28,2,0.0,0.0
