comp,bumber of nodes,global clustering coefficient,transitivity
1,15,0.5082539682539682,0.7012987012987013
2,4,0.5833333333333334,0.6
3,17,0.5901960784313726,0.5526315789473685
4,5,0.5333333333333333,0.6
5,2,0.0,0.0
6,3,0.0,0.0
7,13,0.5794871794871794,0.5454545454545454
8,16,0.45625,0.40384615384615385
9,13,0.30769230769230765,0.3
10,10,0.5833333333333333,0.5
11,4,0.8333333333333333,0.75
12,28,0.40935374149659864,0.5454545454545454
13,3,1.0,1.0
14,8,0.6,0.627906976744186
15,4,0.0,0.0
16,5,0.8666666666666666,0.6
17,2,0.0,0.0
18,3,1.0,1.0
19,2,0.0,0.0
20,2,0.0,0.0
21,2,0.0,0.0
22,2,0.0,0.0
23,2,0.0,0.0
24,3,1.0,1.0
25,2,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,3,1.0,1.0
30,3,0.0,0.0
31,5,0.4666666666666666,0.5
32,3,0.0,0.0
