comp,bumber of nodes,global clustering coefficient,transitivity
1,35,0.7229024943310658,0.6271551724137931
2,24,0.5750000000000001,0.5785714285714286
3,8,0.375,0.6
4,2,0.0,0.0
5,3,0.0,0.0
6,7,0.5238095238095238,0.6818181818181818
7,5,0.8666666666666668,0.6
8,7,0.5095238095238095,0.5357142857142857
9,25,0.3163809523809524,0.4811320754716981
10,5,0.5333333333333333,0.6
11,11,0.34848484848484845,0.45454545454545453
12,4,0.5833333333333333,0.6
13,6,0.9,0.8461538461538461
14,3,1.0,1.0
15,7,0.23809523809523808,0.3333333333333333
16,2,0.0,0.0
