N,X,Y,Slice
1,1878,58,1
2,1845,90,1
3,1735,96,1
4,1785,135,1
5,1411,137,1
6,1603,180,1
7,1183,201,1
8,1381,211,1
9,1889,308,1
10,1136,309,1
11,950,338,1
12,2094,363,1
13,973,429,1
14,2190,429,1
15,1384,447,1
16,1218,467,1
17,2001,466,1
18,990,492,1
19,2221,519,1
20,530,551,1
21,944,561,1
22,1888,580,1
23,763,606,1
24,659,611,1
25,919,676,1
26,1688,699,1
27,1055,721,1
28,1353,730,1
29,1460,755,1
30,1398,769,1
31,698,838,1
32,945,900,1
33,768,904,1
34,1241,912,1
35,1030,934,1
36,872,990,1
37,1286,1003,1
38,1714,1013,1
39,403,1014,1
40,1786,1020,1
41,926,1041,1
42,885,1047,1
43,2026,1069,1
44,800,1092,1
45,1076,1103,1
46,944,1133,1
47,694,1146,1
48,1698,1152,1
49,1594,1175,1
50,1233,1209,1
51,1167,1213,1
52,950,1228,1
53,376,1230,1
54,1738,1236,1
55,1736,1289,1
56,1153,1452,1
57,1091,1503,1
58,1235,1548,1
59,2137,1557,1
60,994,1564,1
61,505,1610,1
62,1424,1662,1
63,1232,1818,1
64,1462,1841,1
65,645,1873,1
66,1404,2143,1
67,1790,2170,1
68,286,2223,1
69,1313,2233,1
70,291,2267,1
71,1235,2311,1
72,1458,2327,1
73,1667,2391,1
74,566,2522,1
75,209,2527,1
76,1882,2567,1
77,1028,2582,1
78,1814,2587,1
79,1774,2595,1
80,618,2722,1
81,998,2857,1
82,663,2889,1
83,271,2957,1
84,1345,3007,1
85,433,3039,1
86,825,3040,1
87,932,3055,1
88,527,3134,1
89,1119,3186,1
90,858,3188,1
91,777,3276,1
92,1472,3439,1
93,1004,3446,1
94,168,3362,2
95,412,3541,2
96,182,3583,2
97,178,3726,2
98,154,3739,2
99,729,3774,2
100,568,3819,2
101,490,3840,2
102,578,3877,2
103,528,3899,2
104,955,3955,2
105,972,3976,2
106,573,3988,2
107,1028,4179,2
108,817,4183,2
109,1092,4207,2
110,414,4218,2
111,593,4368,2
112,1441,4551,2
113,1540,4589,2
114,1435,4603,2
115,1425,4729,2
116,1621,4732,2
117,1924,4772,2
118,768,4779,2
119,1628,4839,2
120,2015,4889,2
121,1823,4975,2
122,1128,4996,2
123,2303,140,3
124,2648,275,3
125,2912,434,3
126,2547,500,3
127,3056,628,3
128,3104,662,3
129,2581,690,3
130,2943,824,3
131,2468,876,3
132,3039,963,3
133,3316,1043,3
134,2715,1059,3
135,3237,1202,3
136,3577,1210,3
137,2767,1379,3
138,2425,1387,3
139,2659,1398,3
140,3254,1425,3
141,3293,1464,3
142,2699,1502,3
143,3551,1529,3
144,2927,1621,3
145,3055,1636,3
146,2320,1716,3
147,2913,1720,3
148,3674,1805,3
149,3123,1817,3
150,3586,1817,3
151,3265,1855,3
152,3891,1856,3
153,3020,1901,3
154,3089,1940,3
155,3489,1994,3
156,2130,1997,3
157,2888,2007,3
158,2655,2027,3
159,3790,2050,3
160,2553,2065,3
161,3609,2092,3
162,2842,2138,3
163,3591,2139,3
164,3437,2289,3
165,2929,2375,3
166,2758,2442,3
167,3843,2462,3
168,2475,2475,3
169,3549,2509,3
170,3990,2564,3
171,3830,2623,3
172,2940,2648,3
173,3676,2661,3
174,3623,2819,3
175,4031,2827,3
176,2525,2835,3
177,3687,2858,3
178,2629,2955,3
179,2740,2983,3
180,3837,2995,3
181,2375,3004,3
182,2364,3104,3
183,3728,3111,3
184,3521,3123,3
185,3034,3155,3
186,3878,3162,3
187,2170,3177,3
188,1797,3180,3
189,2646,3194,3
190,3040,3268,3
191,3549,3309,3
192,1830,3319,3
193,3740,3337,3
194,2935,3344,3
195,3686,3374,3
196,2752,3525,3
197,1955,3549,3
198,1731,3594,3
199,3600,3616,3
200,3260,3652,3
201,3315,3686,3
202,2677,3691,3
203,2834,3730,3
204,1573,3780,3
205,1493,3789,3
206,2897,3821,3
207,1349,3882,3
208,2108,3895,3
209,2222,3897,3
210,2614,3955,3
211,1521,4003,3
212,1977,4019,3
213,2520,4062,3
214,1435,4067,3
215,1572,4092,3
216,2176,4098,3
217,2050,4142,3
218,1509,4183,3
219,1490,4222,3
220,2505,4237,3
221,1496,4299,3
222,2131,4338,3
223,1523,4360,3
224,1771,4364,3
225,2028,4369,3
226,1769,4514,3
227,2015,4659,3
