N,X,Y,Slice
1,2393,66,1
2,2378,101,1
3,2176,101,1
4,2592,115,1
5,2078,129,1
6,2468,169,1
7,2119,182,1
8,2178,193,1
9,2105,243,1
10,2279,247,1
11,1857,275,1
12,1941,271,1
13,2183,303,1
14,1893,324,1
15,2650,329,1
16,2347,360,1
17,2098,424,1
18,1685,489,1
19,2892,492,1
20,2946,514,1
21,3102,518,1
22,2919,520,1
23,1635,527,1
24,3102,535,1
25,1645,555,1
26,2874,571,1
27,2377,571,1
28,2682,593,1
29,3111,616,1
30,1569,620,1
31,3254,626,1
32,2792,638,1
33,2129,651,1
34,3206,659,1
35,1613,706,1
36,2424,715,1
37,3078,717,1
38,1881,778,1
39,2434,804,1
40,1855,823,1
41,2877,823,1
42,3139,868,1
43,2804,875,1
44,2410,877,1
45,2964,889,1
46,2801,892,1
47,2870,890,1
48,2033,895,1
49,3197,907,1
50,2920,934,1
51,3007,953,1
52,3066,995,1
53,3355,1007,1
54,2464,1017,1
55,2111,1034,1
56,1637,1036,1
57,2142,1038,1
58,2906,1043,1
59,2889,1062,1
60,3186,1078,1
61,2496,1080,1
62,3303,1084,1
63,3036,1083,1
64,3097,1109,1
65,2470,1137,1
66,2226,1150,1
67,2974,1163,1
68,3011,1182,1
69,3263,1198,1
70,2660,1212,1
71,3306,1215,1
72,2474,1232,1
73,2300,1233,1
74,2718,1247,1
75,3041,1293,1
76,3138,1297,1
77,3207,1307,1
78,1960,1310,1
79,3018,1364,1
80,3143,1365,1
81,2672,1371,1
82,2485,1484,1
83,3059,1486,1
84,1641,1498,1
85,2354,1542,1
86,2270,1545,1
87,3242,1566,1
88,1528,1569,1
89,2881,1662,1
90,2758,1680,1
91,3378,1709,1
92,3213,1725,1
93,1560,1730,1
94,1924,1730,1
95,2387,1792,1
96,3022,1804,1
97,2318,1808,1
98,2427,1806,1
99,2564,1946,1
100,2238,1976,1
101,2164,2172,1
102,1937,2280,1
103,2591,2342,1
104,3639,2491,1
105,1715,2495,1
106,2871,2495,1
107,2828,2507,1
108,3015,2504,1
109,3048,2510,1
110,1910,2545,1
111,3122,2552,1
112,3215,2593,1
113,3192,2666,1
114,3266,2674,1
115,1758,2680,1
116,2827,2697,1
117,3118,2708,1
118,3148,2720,1
119,1854,2732,1
120,2949,2736,1
121,3314,2739,1
122,2452,2750,1
123,2615,2753,1
124,2924,2773,1
125,3242,2802,1
126,2689,2806,1
127,3322,2819,1
128,3366,2898,1
129,3210,2905,1
130,3115,2926,1
131,3321,2949,1
132,3042,3006,1
133,3362,3014,1
134,2818,3033,1
135,3955,3043,1
136,3209,3091,1
137,2936,3089,1
138,2728,3107,1
139,3170,3144,1
140,3445,3173,1
141,3482,3232,1
142,3231,3278,1
143,2326,3403,1
144,3429,3526,1
145,2178,3605,1
146,2550,3612,1
147,2751,3729,1
148,2650,3764,1
149,2595,3768,1
150,2282,3851,1
151,2776,3981,1
152,2434,4047,1
153,2804,4047,1
154,3475,4142,1
155,2927,4175,1
156,3131,4220,1
157,2674,4270,1
158,2747,4291,1
159,2815,4315,1
160,2963,4325,1
161,2674,4327,1
162,2982,4370,1
163,2870,4388,1
164,3083,4564,1
166,1448,560,3
167,1169,1001,3
168,829,1276,3
169,1063,1288,3
170,1311,1315,3
171,955,1325,3
172,687,1334,3
173,945,1474,3
174,615,1716,3
175,856,1738,3
176,1086,1920,3
177,402,1932,3
178,513,1948,3
179,1340,1983,3
180,758,2012,3
181,1417,2181,3
182,332,2195,3
183,977,2228,3
184,962,2273,3
185,1278,2292,3
186,1268,2361,3
187,322,2417,3
188,1106,2417,3
189,962,2498,3
190,462,2704,3
191,578,2725,3
192,765,2773,3
193,139,2847,3
194,925,2866,3
195,127,2972,3
196,339,2970,3
197,611,3005,3
198,236,3015,3
199,347,3013,3
200,328,3045,3
201,368,3162,3
202,882,3191,3
203,806,3277,3
204,1595,3310,3
205,683,3318,3
206,347,3406,3
207,1212,3466,3
208,233,3529,3
209,471,3543,3
210,439,3545,3
211,1360,3585,3
212,948,3597,3
213,1019,3602,3
214,1869,3626,3
215,1843,3636,3
216,622,3644,3
217,740,3649,3
218,632,3649,3
219,1907,3784,3
220,878,3805,3
221,921,3878,3
222,1364,3961,3
223,770,3989,3
224,1821,3989,3
225,186,3994,3
226,725,3996,3
227,1038,4040,3
228,1886,4119,3
229,889,4151,3
230,609,4162,3
231,1604,4172,3
232,849,4187,3
233,2290,4211,3
234,1381,4220,3
235,735,4238,3
236,1141,4242,3
237,671,4297,3
238,1079,4316,3
239,1705,4321,3
240,1052,4327,3
241,2287,4341,3
242,779,4375,3
243,1824,4385,3
244,1016,4396,3
245,631,4510,3
246,1581,4520,3
247,2071,4555,3
248,1454,4572,3
249,1520,4570,3
250,1587,4585,3
251,964,4596,3
252,720,4613,3
253,2097,4615,3
254,1959,4625,3
255,1007,4669,3
256,2355,4669,3
257,1730,4677,3
258,1077,4736,3
259,2186,4819,3
260,2238,4872,3
261,1239,4944,3
262,1515,4970,3
263,1939,4987,3
264,2200,5014,3
265,2052,5033,3
266,1312,5052,3
267,1961,5098,3
