N,X,Y,Slice
1,2842,119,1
2,3006,120,1
3,2602,134,1
4,1797,153,1
5,3038,166,1
6,2195,174,1
7,2743,169,1
8,2758,203,1
9,2959,255,1
10,2763,282,1
11,3279,291,1
12,2259,325,1
13,2779,331,1
14,3030,338,1
15,2894,376,1
16,1771,410,1
17,1552,424,1
18,3097,475,1
19,2998,489,1
20,2244,496,1
21,2427,522,1
22,1401,577,1
23,2048,575,1
24,1866,629,1
25,2910,634,1
26,3120,692,1
27,1659,708,1
28,1919,737,1
29,3099,758,1
30,3201,760,1
31,1851,772,1
32,2444,795,1
33,3110,811,1
34,2895,842,1
35,2793,855,1
36,2828,855,1
37,1673,893,1
38,3210,891,1
39,2951,892,1
40,2644,934,1
41,2741,936,1
42,2823,937,1
43,1342,951,1
44,2982,959,1
45,1344,972,1
46,1506,984,1
47,2796,1010,1
48,1447,1041,1
49,2662,1042,1
50,2431,1082,1
51,3287,1113,1
52,2431,1132,1
53,2651,1151,1
54,2942,1213,1
55,2666,1252,1
56,2784,1253,1
57,2765,1289,1
58,2920,1300,1
59,2007,1324,1
60,2636,1330,1
61,2118,1587,1
62,3202,1663,1
63,2738,1721,1
64,3080,1793,1
65,3183,1808,1
66,3020,1895,1
67,3532,1925,1
68,1858,2119,1
69,2210,2135,1
70,2982,2157,1
71,3328,2185,1
72,3181,2313,1
73,2350,2402,1
74,2974,2406,1
75,2337,2424,1
76,2624,2538,1
77,2249,2645,1
78,2730,2670,1
79,3081,2934,1
80,3082,3226,1
81,2541,3238,1
82,2606,3238,1
83,3216,3299,1
84,2974,3547,1
85,3850,3385,2
86,3664,3467,2
87,3599,3468,2
88,3576,3709,2
89,3929,3735,2
90,3352,3738,2
91,3348,3789,2
92,3025,3795,2
93,3911,3843,2
94,3862,3887,2
95,3854,3906,2
96,3137,3921,2
97,2938,3929,2
98,3275,3933,2
99,3006,4165,2
100,3121,4348,2
101,2277,4436,2
102,3186,4517,2
103,2104,4579,2
104,2171,4617,2
105,3020,4711,2
106,2827,4743,2
107,2171,4755,2
108,1035,422,3
109,1183,549,3
110,971,805,3
111,879,916,3
112,546,933,3
113,963,935,3
114,797,949,3
115,558,1131,3
116,915,1147,3
117,520,1263,3
118,766,1393,3
119,229,1491,3
120,589,1540,3
121,741,1613,3
122,947,1837,3
123,641,1856,3
124,301,1941,3
125,131,1971,3
126,768,2065,3
127,1109,2125,3
128,255,2168,3
129,743,2201,3
130,853,2217,3
131,1601,2216,3
132,856,2279,3
133,456,2363,3
134,783,2447,3
135,1119,2446,3
136,979,2528,3
137,781,2553,3
138,667,2583,3
139,1681,2593,3
140,1009,2627,3
141,1744,2680,3
142,1879,2691,3
143,1160,2699,3
144,373,2719,3
145,840,2730,3
146,125,2762,3
147,1405,2808,3
148,893,2855,3
149,801,3114,3
150,531,3124,3
151,1604,3149,3
152,1374,3153,3
153,2027,3220,3
154,1246,3248,3
155,2228,3251,3
156,1782,3277,3
157,1679,3327,3
158,2379,3445,3
159,1779,3448,3
160,1958,3671,3
161,2688,3694,3
162,1642,3773,3
163,2034,3804,3
164,2551,3854,3
165,1850,3898,3
166,1338,3946,3
167,1774,4112,3
168,2077,4178,3
169,1910,4179,3
170,2166,4443,3
171,1678,4452,3
172,1887,4516,3
