N,X,Y,Slice
1,1681,129,1
2,1864,141,1
3,1378,149,1
4,942,152,1
5,1339,223,1
6,1658,223,1
7,1237,229,1
8,1220,238,1
9,1055,247,1
10,1460,263,1
11,2090,270,1
12,1245,353,1
13,719,376,1
14,1435,381,1
15,849,387,1
16,1466,391,1
17,1566,410,1
18,1763,441,1
19,1246,461,1
20,2042,466,1
21,1904,469,1
22,732,485,1
23,911,484,1
24,785,518,1
25,2028,532,1
26,1126,537,1
27,1718,543,1
28,1298,542,1
29,1579,584,1
30,778,629,1
31,1773,631,1
32,1330,632,1
33,1397,635,1
34,690,635,1
35,1219,652,1
36,1360,685,1
37,573,689,1
38,1477,692,1
39,922,696,1
40,873,727,1
41,1432,735,1
42,975,743,1
43,1470,782,1
44,1699,781,1
45,1847,799,1
46,2211,807,1
47,1413,816,1
48,734,826,1
49,1361,842,1
50,1725,876,1
51,1341,879,1
52,2274,902,1
53,558,910,1
54,707,914,1
55,935,950,1
56,1766,956,1
57,1104,972,1
58,828,977,1
59,436,983,1
60,2029,997,1
61,1101,1043,1
62,2297,1064,1
63,2224,1062,1
64,922,1077,1
65,2088,1116,1
66,2263,1128,1
67,512,1193,1
68,1775,1217,1
69,910,1220,1
70,852,1232,1
71,454,1233,1
72,1019,1271,1
73,1920,1301,1
74,969,1310,1
75,805,1323,1
76,2277,1334,1
77,1405,1334,1
78,427,1332,1
79,786,1335,1
80,1989,1338,1
81,1297,1374,1
82,1876,1399,1
83,935,1430,1
84,704,1437,1
85,460,1460,1
86,1844,1470,1
87,2038,1482,1
88,741,1477,1
89,2082,1494,1
90,1854,1506,1
91,549,1515,1
92,843,1525,1
93,1947,1537,1
94,2211,1554,1
95,751,1560,1
96,766,1573,1
97,1767,1647,1
98,663,1652,1
99,1787,1662,1
100,1958,1682,1
101,1825,1693,1
102,1125,1698,1
103,1674,1710,1
104,2239,1715,1
105,2046,1724,1
106,1688,1738,1
107,834,1758,1
108,793,1771,1
109,2268,1781,1
110,2267,1821,1
111,637,1828,1
112,1346,1864,1
113,1470,1871,1
114,1161,1930,1
115,1460,1950,1
116,481,1995,1
117,1069,1996,1
118,1364,2039,1
119,1069,2326,1
120,2141,2339,1
