N,X,Y,Slice
1,2448,71,1
2,2188,148,1
3,2485,155,1
4,1963,183,1
5,2418,193,1
6,2071,199,1
7,2467,237,1
8,1705,316,1
9,1838,349,1
10,2072,369,1
11,2484,386,1
12,1982,404,1
13,1859,476,1
14,2211,485,1
15,2275,530,1
16,2336,545,1
17,1269,546,1
18,1219,548,1
19,1380,628,1
20,2037,634,1
21,2336,653,1
22,2475,654,1
23,1840,669,1
24,1330,674,1
25,1988,678,1
26,2302,710,1
27,2205,741,1
28,2116,757,1
29,1933,809,1
30,912,848,1
31,2123,899,1
32,1203,900,1
33,903,910,1
34,1262,917,1
35,1393,931,1
36,2260,936,1
37,1167,978,1
38,1857,988,1
39,1483,1068,1
40,2338,1099,1
41,1331,1101,1
42,1346,1102,1
43,1980,1108,1
44,1880,1111,1
45,1361,1153,1
46,679,1215,1
47,2319,1223,1
48,1164,1254,1
49,693,1289,1
50,2064,1307,1
51,805,1309,1
52,1108,1334,1
53,1306,1334,1
54,2223,1338,1
55,2167,1358,1
56,1836,1475,1
57,2441,1500,1
58,1548,1508,1
59,2454,1511,1
60,1245,1523,1
61,2157,1564,1
62,2004,1569,1
63,1934,1584,1
64,2482,1585,1
65,2255,1592,1
66,2029,1611,1
67,2209,1625,1
68,1241,1626,1
69,2289,1632,1
70,1537,1650,1
71,1177,1781,1
72,2321,1829,1
73,1444,1895,1
74,1320,1955,1
75,1679,2001,1
76,2291,2005,1
77,890,2044,1
78,1294,2077,1
79,2262,2102,1
80,1168,2127,1
81,1465,2129,1
82,1771,2221,1
83,926,2234,1
84,2085,2238,1
85,1210,2265,1
86,1594,2270,1
87,1831,2310,1
88,1303,2314,1
89,2089,2330,1
90,2036,2343,1
91,947,2365,1
92,1548,2397,1
93,1151,2456,1
94,1876,2503,1
95,1932,2504,1
96,2124,2511,1
97,1939,2531,1
98,1785,2561,1
99,1528,2599,1
100,2010,2694,1
101,1080,2705,1
102,2008,2709,1
103,1304,2793,1
104,1451,2836,1
105,1483,3145,1
106,1184,3148,1
107,1729,3292,1
108,1650,3500,1
109,1612,3515,1
110,427,2940,2
111,398,3096,2
112,600,3170,2
113,310,3183,2
114,572,3264,2
115,241,3326,2
116,1002,3331,2
117,660,3386,2
118,117,3404,2
119,301,3408,2
120,367,3441,2
121,350,3464,2
122,222,3466,2
123,1048,3475,2
124,60,3475,2
125,1082,3478,2
126,1504,3536,2
127,632,3559,2
128,1386,3564,2
129,979,3576,2
130,1066,3580,2
131,1153,3589,2
132,285,3604,2
133,305,3603,2
134,842,3618,2
135,692,3620,2
136,298,3623,2
137,338,3630,2
138,769,3638,2
139,454,3650,2
140,1480,3661,2
141,1579,3663,2
142,348,3673,2
143,637,3679,2
144,278,3700,2
145,958,3710,2
146,1131,3711,2
147,1599,3711,2
148,250,3719,2
149,938,3726,2
150,786,3771,2
151,882,3768,2
152,528,3773,2
153,476,3775,2
154,218,3776,2
155,1404,3782,2
156,1504,3794,2
157,1302,3799,2
158,585,3809,2
159,1145,3826,2
160,660,3833,2
161,1045,3842,2
162,578,3851,2
163,1287,3873,2
164,878,3873,2
165,1639,3880,2
166,362,3899,2
167,73,3932,2
168,772,3935,2
169,680,3936,2
170,930,3949,2
171,1748,3982,2
172,702,3986,2
173,1691,3986,2
174,415,4001,2
175,1453,4000,2
176,1950,4014,2
177,1600,4021,2
178,1124,4035,2
179,345,4038,2
180,1862,4039,2
181,868,4045,2
182,748,4046,2
183,536,4066,2
184,324,4081,2
185,1535,4087,2
186,1099,4089,2
187,1406,4097,2
188,439,4103,2
189,1863,4113,2
190,166,4122,2
191,464,4128,2
192,702,4139,2
193,1231,4136,2
194,1593,4136,2
195,1146,4139,2
196,1321,4151,2
197,476,4155,2
198,861,4168,2
199,335,4194,2
200,517,4197,2
201,956,4196,2
202,369,4207,2
203,536,4213,2
204,609,4215,2
205,270,4224,2
206,2109,4228,2
207,936,4227,2
208,1087,4245,2
209,377,4252,2
210,1465,4250,2
211,1314,4315,2
212,743,4323,2
213,1391,4323,2
214,1350,4332,2
215,369,4337,2
216,704,4342,2
217,738,4345,2
218,1553,4354,2
219,1478,4363,2
220,490,4364,2
221,857,4393,2
222,813,4393,2
223,1445,4424,2
224,964,4432,2
225,804,4438,2
226,1110,4448,2
227,707,4452,2
228,388,4456,2
229,2183,4466,2
230,1246,4472,2
231,1235,4496,2
232,1127,4551,2
233,882,4600,2
234,645,4621,2
235,1091,4646,2
236,1523,4654,2
237,955,4694,2
238,952,4744,2
239,1527,4752,2
240,1485,4824,2
241,1448,4893,2
242,1519,4903,2
243,2723,72,3
244,3071,191,3
245,2629,213,3
246,2694,272,3
247,3332,321,3
248,2917,347,3
249,2772,348,3
250,3289,550,3
251,3463,678,3
252,3796,751,3
253,3623,767,3
254,2609,796,3
255,3902,838,3
256,3041,853,3
257,3528,931,3
258,3260,955,3
259,2948,955,3
260,3445,991,3
261,3746,996,3
262,4142,1096,3
263,3898,1095,3
264,3798,1112,3
265,2575,1109,3
266,3333,1121,3
267,3690,1217,3
268,3727,1257,3
269,2955,1260,3
270,3959,1310,3
271,3741,1323,3
272,4006,1338,3
273,2572,1362,3
274,2934,1371,3
275,3168,1446,3
276,2752,1455,3
277,2904,1652,3
278,3397,1654,3
279,3589,1683,3
280,3701,1715,3
281,3716,1741,3
282,2667,1775,3
283,4027,1784,3
284,2836,1846,3
285,4184,1853,3
286,2668,1877,3
287,3429,1893,3
288,2613,1897,3
289,4313,1901,3
290,2670,1915,3
291,3482,1916,3
292,3196,1944,3
293,3356,1969,3
294,4016,2000,3
295,3844,2049,3
296,4253,2059,3
297,3493,2110,3
298,3987,2119,3
299,2793,2155,3
300,3166,2159,3
301,3785,2235,3
302,3281,2266,3
303,3106,2282,3
304,2339,2297,3
305,2609,2314,3
306,2832,2378,3
307,2653,2404,3
308,2546,2441,3
309,3911,2450,3
310,3962,2571,3
311,2777,2634,3
312,2839,2781,3
313,3681,2803,3
314,3306,2825,3
315,2932,2847,3
316,3684,3044,3
317,2705,3056,3
318,1996,3068,3
319,2826,3087,3
320,2410,3212,3
321,3245,3222,3
322,2318,3230,3
323,2850,3253,3
324,3198,3258,3
325,2144,3256,3
326,2239,3325,3
327,2153,3335,3
328,2845,3348,3
329,2422,3409,3
330,1755,3439,3
