N,X,Y,Slice
242,1372,1451,3
243,127,1473,3
244,1029,1500,3
245,415,1506,3
246,1297,1519,3
247,1141,1559,3
248,121,1576,3
249,730,1671,3
250,338,1677,3
251,419,1737,3
252,428,1784,3
253,1337,1813,3
254,318,1862,3
255,557,2003,3
256,1102,2061,3
257,478,2130,3
258,989,2138,3
259,1509,2239,3
260,1453,2267,3
261,884,2384,3
262,1385,2383,3
263,653,2407,3
264,1386,2474,3
265,946,2531,3
266,1819,2677,3
267,773,2731,3
268,1402,2785,3
269,1756,2827,3
270,2154,2919,3
271,1229,3069,3
272,1820,3110,3
273,1591,3121,3
274,1563,3312,3
275,2210,3317,3
276,2048,3325,3
277,1795,3344,3
278,2240,3349,3
279,2106,3376,3
280,1818,3384,3
281,1826,3463,3
282,1615,3535,3
283,1757,3537,3
284,1986,3538,3
285,1817,3546,3
286,1943,3582,3
287,1905,3598,3
288,1737,3668,3
289,1645,3754,3
290,1876,3818,3
291,1664,3826,3
292,1734,3861,3
293,1778,3864,3
294,1793,3993,3
