N,X,Y,Slice
1,1411,112,1
2,1374,118,1
3,2056,175,1
4,1831,299,1
5,2272,352,1
6,2199,381,1
7,2611,384,1
8,2717,393,1
9,1276,411,1
10,2117,420,1
11,1553,464,1
12,1729,462,1
13,2565,501,1
14,1257,504,1
15,2238,541,1
16,1702,551,1
17,1644,592,1
18,1370,601,1
19,2666,635,1
20,1857,646,1
21,2334,659,1
22,2758,697,1
23,2551,748,1
24,2448,761,1
25,2433,770,1
26,1511,844,1
27,2651,849,1
28,2807,864,1
29,2113,934,1
30,1417,963,1
31,2296,978,1
32,1683,980,1
33,1702,1003,1
34,2259,1018,1
35,2202,1037,1
36,2887,1047,1
37,2106,1056,1
38,2130,1079,1
39,2237,1095,1
40,2287,1103,1
41,2912,1107,1
42,2180,1133,1
43,3219,1136,1
44,1454,1141,1
45,2636,1154,1
46,2258,1259,1
47,2031,1284,1
48,2790,1292,1
49,1583,1293,1
50,1382,1322,1
51,2604,1334,1
52,2883,1371,1
53,2255,1373,1
54,2831,1452,1
55,1916,1464,1
56,2275,1482,1
57,2082,1513,1
58,2164,1549,1
59,3065,1606,1
60,2606,1653,1
61,2363,1672,1
62,2010,1705,1
63,1756,1722,1
64,2660,1780,1
65,2809,1791,1
66,3151,1856,1
67,1967,1886,1
68,3080,1958,1
69,1624,1970,1
70,3080,2003,1
71,2818,2070,1
72,3224,2075,1
73,2445,2075,1
74,2156,2099,1
75,1818,2108,1
76,2127,2135,1
77,2992,2175,1
78,2287,2251,1
79,1986,2270,1
80,2212,2311,1
81,2269,2327,1
82,2147,2354,1
83,3348,2412,1
84,2163,2476,1
85,2221,2834,1
86,2526,2843,1
87,2496,2849,1
88,2231,2894,1
89,3237,2713,2
90,3207,2753,2
91,3567,2780,2
92,3466,2809,2
93,3516,2812,2
94,3383,2859,2
95,3489,2876,2
96,2761,2884,2
97,3462,2916,2
98,3431,2925,2
99,2732,2946,2
100,3341,2969,2
101,2698,2986,2
102,3338,3037,2
103,3597,3062,2
104,3126,3106,2
105,3189,3108,2
106,3058,3121,2
107,3395,3161,2
108,2531,3164,2
109,3495,3168,2
110,3584,3193,2
111,2556,3194,2
112,3304,3200,2
113,3697,3211,2
114,3583,3217,2
115,3102,3233,2
116,3014,3252,2
117,3064,3281,2
118,3431,3295,2
119,3728,3300,2
120,3649,3317,2
121,3171,3320,2
122,3256,3323,2
123,2766,3382,2
124,3317,3389,2
125,2829,3393,2
126,3519,3391,2
127,3428,3397,2
128,3638,3404,2
129,3355,3409,2
130,3158,3424,2
131,3550,3426,2
132,3468,3468,2
133,3514,3507,2
134,2556,3514,2
135,3398,3520,2
136,3162,3522,2
137,2635,3538,2
138,3130,3541,2
139,3006,3543,2
140,3333,3561,2
141,2550,3559,2
142,2499,3558,2
143,2940,3568,2
144,3449,3581,2
145,3109,3594,2
146,3608,3599,2
147,3685,3604,2
148,2252,3641,2
149,2985,3655,2
150,2281,3675,2
151,2803,3680,2
152,3543,3677,2
153,2893,3698,2
154,2587,3717,2
155,3053,3724,2
156,3537,3723,2
157,3260,3728,2
158,3670,3733,2
159,2186,3745,2
160,3656,3750,2
161,2971,3759,2
162,2564,3778,2
163,3262,3781,2
164,3507,3809,2
165,2123,3822,2
166,2300,3827,2
167,2926,3859,2
168,3041,3870,2
169,3377,3874,2
170,2663,3884,2
171,2734,3886,2
172,3353,3900,2
173,3447,3911,2
174,3588,3912,2
175,3024,3914,2
176,3364,3932,2
177,2750,3956,2
178,2465,3956,2
179,2312,3960,2
180,3160,3974,2
181,2582,3979,2
182,3428,3982,2
183,2838,3985,2
184,3373,4004,2
185,2373,4020,2
186,3473,4028,2
187,2954,4045,2
188,2847,4049,2
189,3474,4073,2
190,2294,4075,2
191,3238,4076,2
192,2560,4096,2
193,2700,4096,2
194,3175,4144,2
195,3040,4171,2
196,2709,4200,2
197,2713,4239,2
198,3176,4294,2
199,2543,4323,2
200,3265,4339,2
201,2438,4348,2
202,3125,4356,2
203,3236,4371,2
204,2718,4415,2
205,3144,4433,2
206,3054,4450,2
207,2974,4472,2
208,2808,4473,2
209,2497,4497,2
210,2807,4546,2
211,3009,4552,2
212,2513,4555,2
213,2728,4626,2
214,2796,4641,2
215,2753,4681,2
216,2728,4691,2
217,2633,4729,2
218,1119,356,3
219,942,417,3
220,751,569,3
221,898,711,3
222,502,721,3
223,1086,745,3
224,776,768,3
225,880,799,3
226,655,868,3
227,1187,882,3
228,1001,910,3
229,312,938,3
230,434,1006,3
231,961,1012,3
232,387,1110,3
233,205,1115,3
234,421,1167,3
235,293,1201,3
236,1078,1221,3
237,1125,1241,3
238,650,1282,3
239,1302,1343,3
240,1288,1396,3
241,435,1406,3
