comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,7,0.5714285714285714,0.5
3,7,0.8428571428571427,0.7659574468085106
4,4,0.8333333333333333,0.75
5,2,0.0,0.0
6,3,1.0,1.0
7,2,0.0,0.0
8,4,0.5833333333333333,0.6
9,2,0.0,0.0
10,3,0.0,0.0
11,2,0.0,0.0
12,3,0.0,0.0
13,6,0.8222222222222223,0.75
14,3,0.0,0.0
15,2,0.0,0.0
16,6,0.38888888888888884,0.42857142857142855
17,2,0.0,0.0
18,8,0.375,0.6
19,2,0.0,0.0
20,2,0.0,0.0
21,2,0.0,0.0
22,3,0.0,0.0
23,2,0.0,0.0
24,2,0.0,0.0
25,2,0.0,0.0
26,2,0.0,0.0
27,5,0.7666666666666666,0.6428571428571429
28,2,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
31,2,0.0,0.0
32,3,1.0,1.0
33,4,0.0,0.0
34,2,0.0,0.0
35,4,0.5833333333333334,0.6
36,2,0.0,0.0
37,2,0.0,0.0
