comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,6,0.611111111111111,0.5
3,3,0.0,0.0
4,2,0.0,0.0
5,3,0.0,0.0
6,2,0.0,0.0
7,2,0.0,0.0
8,3,0.0,0.0
9,2,0.0,0.0
10,3,0.0,0.0
11,2,0.0,0.0
12,2,0.0,0.0
13,3,1.0,1.0
14,3,0.0,0.0
15,3,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,2,0.0,0.0
21,2,0.0,0.0
22,2,0.0,0.0
23,2,0.0,0.0
24,8,0.20833333333333331,0.23076923076923078
25,3,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
31,2,0.0,0.0
32,4,0.8333333333333333,0.75
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,6,0.611111111111111,0.5
3,3,0.0,0.0
4,2,0.0,0.0
5,3,0.0,0.0
6,2,0.0,0.0
7,2,0.0,0.0
8,3,0.0,0.0
9,2,0.0,0.0
10,3,0.0,0.0
11,2,0.0,0.0
12,2,0.0,0.0
13,3,1.0,1.0
14,3,0.0,0.0
15,3,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,2,0.0,0.0
21,2,0.0,0.0
22,2,0.0,0.0
23,2,0.0,0.0
24,8,0.20833333333333331,0.23076923076923078
25,3,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
31,2,0.0,0.0
32,4,0.8333333333333333,0.75
comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,7,0.5714285714285714,0.5294117647058824
3,3,0.0,0.0
4,2,0.0,0.0
5,3,0.0,0.0
6,2,0.0,0.0
7,2,0.0,0.0
8,3,0.0,0.0
9,20,0.09833333333333333,0.23076923076923078
10,3,1.0,1.0
11,2,0.0,0.0
12,4,0.8333333333333333,0.75
13,2,0.0,0.0
14,2,0.0,0.0
15,2,0.0,0.0
16,5,0.4666666666666666,0.5
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,2,0.0,0.0
21,2,0.0,0.0
22,8,0.49166666666666664,0.6
23,5,0.0,0.0
24,3,0.0,0.0
25,2,0.0,0.0
26,2,0.0,0.0
27,8,0.0,0.0
28,2,0.0,0.0
29,2,0.0,0.0
30,4,1.0,1.0
