comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,2,0.0,0.0
3,3,0.0,0.0
4,2,0.0,0.0
5,5,0.4666666666666666,0.5
6,2,0.0,0.0
7,2,0.0,0.0
8,3,0.0,0.0
9,2,0.0,0.0
10,2,0.0,0.0
11,2,0.0,0.0
12,2,0.0,0.0
13,3,1.0,1.0
14,2,0.0,0.0
15,3,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,3,1.0,1.0
20,2,0.0,0.0
21,3,0.0,0.0
22,3,0.0,0.0
23,4,0.0,0.0
24,4,0.5833333333333333,0.6
25,2,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
31,2,0.0,0.0
32,2,0.0,0.0
33,2,0.0,0.0
34,2,0.0,0.0
35,2,0.0,0.0
