comp,bumber of nodes,global clustering coefficient,transitivity
1,3,0.0,0.0
2,3,0.0,0.0
3,4,1.0,1.0
4,2,0.0,0.0
5,2,0.0,0.0
6,2,0.0,0.0
7,2,0.0,0.0
8,2,0.0,0.0
9,6,0.27777777777777773,0.375
10,7,0.5714285714285714,0.5294117647058824
11,4,0.0,0.0
12,3,0.0,0.0
13,2,0.0,0.0
14,6,0.27777777777777773,0.375
15,2,0.0,0.0
16,5,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,2,0.0,0.0
21,3,1.0,1.0
22,4,0.8333333333333333,0.75
23,3,1.0,1.0
24,2,0.0,0.0
25,2,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,2,0.0,0.0
30,3,0.0,0.0
