comp,bumber of nodes,global clustering coefficient,transitivity
1,3,0.0,0.0
2,2,0.0,0.0
3,2,0.0,0.0
4,2,0.0,0.0
5,2,0.0,0.0
6,6,0.0,0.0
7,2,0.0,0.0
8,2,0.0,0.0
9,8,0.125,0.2727272727272727
10,2,0.0,0.0
11,2,0.0,0.0
12,4,0.0,0.0
13,2,0.0,0.0
14,2,0.0,0.0
15,6,0.5277777777777778,0.5625
16,4,0.5833333333333333,0.6
17,2,0.0,0.0
18,2,0.0,0.0
19,4,0.5833333333333333,0.6
20,5,0.7,0.8
21,3,0.0,0.0
22,12,0.3611111111111111,0.4090909090909091
23,2,0.0,0.0
24,2,0.0,0.0
25,3,1.0,1.0
26,6,0.9,0.8461538461538461
27,5,0.3333333333333333,0.42857142857142855
28,3,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
31,3,0.0,0.0
32,2,0.0,0.0
33,4,0.5833333333333333,0.6
34,2,0.0,0.0
35,2,0.0,0.0
36,2,0.0,0.0
37,2,0.0,0.0
38,3,1.0,1.0
39,3,0.0,0.0
40,2,0.0,0.0
41,2,0.0,0.0
42,4,0.0,0.0
43,3,0.0,0.0
44,2,0.0,0.0
45,5,0.4666666666666667,0.5
46,2,0.0,0.0
47,6,0.7777777777777778,0.6
48,3,0.0,0.0
49,2,0.0,0.0
50,2,0.0,0.0
51,2,0.0,0.0
52,2,0.0,0.0
53,8,0.2916666666666667,0.3333333333333333
54,4,0.8333333333333333,0.75
55,3,0.0,0.0
56,5,0.0,0.0
57,4,0.0,0.0
58,2,0.0,0.0
59,2,0.0,0.0
60,2,0.0,0.0
61,3,1.0,1.0
62,2,0.0,0.0
63,8,0.5625,0.6
64,5,0.8666666666666668,0.6
65,6,0.5,0.5
66,2,0.0,0.0
67,11,0.5,0.6
68,3,0.0,0.0
69,5,0.7666666666666666,0.6428571428571429
70,2,0.0,0.0
71,2,0.0,0.0
72,3,0.0,0.0
73,2,0.0,0.0
74,6,0.6111111111111112,0.5
75,2,0.0,0.0
76,4,0.5833333333333333,0.6
77,2,0.0,0.0
78,4,0.0,0.0
79,2,0.0,0.0
80,3,1.0,1.0
81,2,0.0,0.0
82,2,0.0,0.0
83,2,0.0,0.0
84,3,0.0,0.0
85,2,0.0,0.0
86,3,0.0,0.0
87,2,0.0,0.0
88,3,0.0,0.0
89,2,0.0,0.0
90,2,0.0,0.0
