comp,bumber of nodes,global clustering coefficient,transitivity
1,7,0.33333333333333337,0.375
2,4,0.0,0.0
3,3,1.0,1.0
4,4,0.5833333333333333,0.6
5,4,0.5833333333333333,0.6
6,2,0.0,0.0
7,3,1.0,1.0
8,2,0.0,0.0
9,12,0.3527777777777778,0.5
10,3,0.0,0.0
11,2,0.0,0.0
12,3,1.0,1.0
13,3,0.0,0.0
14,3,1.0,1.0
15,2,0.0,0.0
16,3,0.0,0.0
17,2,0.0,0.0
18,3,0.0,0.0
19,8,0.20833333333333331,0.3
20,2,0.0,0.0
21,2,0.0,0.0
22,2,0.0,0.0
23,3,0.0,0.0
24,2,0.0,0.0
25,2,0.0,0.0
26,7,0.0,0.0
27,14,0.4523809523809524,0.5
28,2,0.0,0.0
29,2,0.0,0.0
30,3,1.0,1.0
31,2,0.0,0.0
32,2,0.0,0.0
33,2,0.0,0.0
34,2,0.0,0.0
35,9,0.5555555555555556,0.5
36,5,0.4666666666666666,0.5
37,2,0.0,0.0
38,3,0.0,0.0
39,2,0.0,0.0
40,8,0.3958333333333333,0.5
41,3,1.0,1.0
42,16,0.39999999999999997,0.5263157894736842
43,2,0.0,0.0
44,2,0.0,0.0
45,2,0.0,0.0
46,4,0.5833333333333333,0.6
47,6,0.25,0.3
48,2,0.0,0.0
49,5,0.6,0.5454545454545454
50,3,0.0,0.0
51,2,0.0,0.0
52,4,0.0,0.0
53,2,0.0,0.0
54,2,0.0,0.0
55,3,0.0,0.0
56,3,0.0,0.0
57,4,0.0,0.0
58,4,0.5833333333333333,0.6
59,7,0.23809523809523808,0.3333333333333333
60,4,0.8333333333333333,0.75
61,2,0.0,0.0
62,2,0.0,0.0
63,6,0.38888888888888884,0.46153846153846156
64,2,0.0,0.0
65,3,1.0,1.0
66,3,0.0,0.0
67,2,0.0,0.0
68,4,0.5833333333333333,0.6
69,2,0.0,0.0
70,2,0.0,0.0
71,2,0.0,0.0
72,5,0.4666666666666666,0.5
73,2,0.0,0.0
74,2,0.0,0.0
75,2,0.0,0.0
76,2,0.0,0.0
77,3,1.0,1.0
78,2,0.0,0.0
79,2,0.0,0.0
80,2,0.0,0.0
81,2,0.0,0.0
82,3,0.0,0.0
83,2,0.0,0.0
84,2,0.0,0.0
85,3,1.0,1.0
86,7,0.0,0.0
87,2,0.0,0.0
88,2,0.0,0.0
89,3,0.0,0.0
